solver;instance_source_file_name;time_limit;time;gap;nodes;best_solution;best_bound;matrix_constraints;matrix_variables;matrix_nonzeros;matrix_post_constraints;matrix_post_variables;matrix_post_nonzeros;first_relaxed;first_solution_BestInteger;first_solution_CutsBestBound;cut_info_best_bound;cut_info_best_solution;cut_info_time;cut_info_CLIQUE;cut_info_COVER;cut_info_FLOW;cut_info_GOMORY;cut_info_LIFT_AND_PROJECT;cut_info_MIR;cut_info_OUTROS;cut_info_ZERO_HALF
CPLEX;10Cap50.txt;120;12,83;0;7314,0;1989,9;1989,7159973;200;6994;13888;200;6984;13868;0,0;116866,7;0,0;1879,0588;2121,6;2,89;319;608;12;7;;64;;19
GUROBI;10Cap50.txt;120;14,86;0;7847,0;1989,9;1989,9;10200;20100;33888;200;6994;13888;762,5;9918,7;762,5;1848,30155;2214,4;0,0;275;430;15;30;;99;48;2
CBC;10Cap50.txt;120;119,98;8,77458474987858;3857;2059,0;1878,3313;10200;20100;33888;200;6994;13888;1878,3313;5929,9;1878,3313;;;;;;;;;;;
CPLEX;10Cap50.txt;300;13,57;0;7314,0;1989,9;1989,7159973;200;6994;13888;200;6984;13868;0,0;116866,7;0,0;1879,0588;2121,6;2,86;319;608;12;7;;64;;19
GUROBI;10Cap50.txt;300;14,87;0;7847,0;1989,9;1989,9;10200;20100;33888;200;6994;13888;762,5;9918,7;762,5;1848,30155;2214,4;0,0;275;430;15;30;;99;48;2
CBC;10Cap50.txt;300;299,9;8,77458474987858;10813;2059,0;1878,3313;10200;20100;33888;200;6994;13888;1878,3313;5929,9;1878,3313;;;;;;;;;;;
CPLEX;10Cap50.txt;600;12,92;0;7314,0;1989,9;1989,7159973;200;6994;13888;200;6984;13868;0,0;116866,7;0,0;1879,0588;2121,6;2,9;319;608;12;7;;64;;19
GUROBI;10Cap50.txt;600;14,85;0;7847,0;1989,9;1989,9;10200;20100;33888;200;6994;13888;762,5;9918,7;762,5;1848,30155;2214,4;0,0;275;430;15;30;;99;48;2
CBC;10Cap50.txt;600;391,86;0;12277;1989,9;1989,9;10200;20100;33888;200;6994;13888;1878,3313;5929,9;1878,3313;;;;;;;;;;;
CPLEX;11Cap10.txt;120;12,95;0;9080,0;3016,4;3016,1461393;200;7034;13968;200;3952;7804;0,0;36136,7;0,0;2973,9972;3117,7;1,29;93;489;12;10;;50;;34
GUROBI;11Cap10.txt;120;24,37;0;22825,0;3016,4;3016,4;10200;20100;33968;200;7034;13968;2194,3;10378,6;2194,3;2962,77444;3127,2;1,0;43;147;110;37;;112;25;23
CBC;11Cap10.txt;120;119,89;1,8357029650663592;6519;3028,6;2973,0039;10200;20100;33968;200;7034;13968;2956,8443;3698,1;2956,8443;;;;;;;;;;;
CPLEX;11Cap10.txt;300;12,89;0;9080,0;3016,4;3016,1461393;200;7034;13968;200;3952;7804;0,0;36136,7;0,0;2973,9972;3117,7;1,32;93;489;12;10;;50;;34
GUROBI;11Cap10.txt;300;24,41;0;22825,0;3016,4;3016,4;10200;20100;33968;200;7034;13968;2194,3;10378,6;2194,3;2962,77444;3127,2;1,0;43;147;110;37;;112;25;23
CBC;11Cap10.txt;300;131,83;0;6992;3016,4;3016,4;10200;20100;33968;200;7034;13968;2956,8443;3698,1;2956,8443;;;;;;;;;;;
CPLEX;11Cap10.txt;600;12,85;0;9080,0;3016,4;3016,1461393;200;7034;13968;200;3952;7804;0,0;36136,7;0,0;2973,9972;3117,7;1,32;93;489;12;10;;50;;34
GUROBI;11Cap10.txt;600;24,4;0;22825,0;3016,4;3016,4;10200;20100;33968;200;7034;13968;2194,3;10378,6;2194,3;2962,77444;3127,2;1,0;43;147;110;37;;112;25;23
CBC;11Cap10.txt;600;131,74;0;6992;3016,4;3016,4;10200;20100;33968;200;7034;13968;2956,8443;3698,1;2956,8443;;;;;;;;;;;
CPLEX;11Cap20.txt;120;18,96;0;13694,0;2261,5;2261,2793087;200;7034;13968;200;6385;12670;0,0;56629,9;0,0;2189,4314;2367,9;1,97;154;754;14;14;;57;;33
GUROBI;11Cap20.txt;120;50,91;0;35733,0;2261,5;2261,5;10200;20100;33968;200;7034;13968;1372,7;10388,7;1372,7;2163,15143;2484,7;0,0;108;273;169;35;;170;40;7
CBC;11Cap20.txt;120;120,01;4,065167304225492;5046;2274,3;2181,8459;10200;20100;33968;200;7034;13968;2181,8459;6850,8;2181,8459;;;;;;;;;;;
CPLEX;11Cap20.txt;300;18,87;0;13694,0;2261,5;2261,2793087;200;7034;13968;200;6385;12670;0,0;56629,9;0,0;2189,4314;2367,9;1,95;154;754;14;14;;57;;33
GUROBI;11Cap20.txt;300;50,88;0;35733,0;2261,5;2261,5;10200;20100;33968;200;7034;13968;1372,7;10388,7;1372,7;2163,15143;2484,7;0,0;108;273;169;35;;170;40;7
CBC;11Cap20.txt;300;299,91;1,3201459208490038;11547;2261,5;2231,6449;10200;20100;33968;200;7034;13968;2181,8459;6850,8;2181,8459;;;;;;;;;;;
CPLEX;11Cap20.txt;600;18,94;0;13694,0;2261,5;2261,2793087;200;7034;13968;200;6385;12670;0,0;56629,9;0,0;2189,4314;2367,9;2,0;154;754;14;14;;57;;33
GUROBI;11Cap20.txt;600;51,0;0;35733,0;2261,5;2261,5;10200;20100;33968;200;7034;13968;1372,7;10388,7;1372,7;2163,15143;2484,7;0,0;108;273;169;35;;170;40;7
CBC;11Cap20.txt;600;507,73;0;19553;2261,5;2261,5;10200;20100;33968;200;7034;13968;2181,8459;6850,8;2181,8459;;;;;;;;;;;
CPLEX;11Cap30.txt;120;15,94;0;9820,0;2024,8;2024,6460813;200;7034;13968;200;7032;13964;0,0;77731,0;0,0;1939,0276;2157,9;3,88;216;668;20;17;;73;;27
GUROBI;11Cap30.txt;120;16,89;0;12432,0;2024,8;2024,8;10200;20100;33968;200;7034;13968;1061,7;10347,1;1061,7;1912,91216;2306,4;0,0;191;388;17;26;;100;30;4
CBC;11Cap30.txt;120;119,93;4,507590873172662;3936;2024,8;1933,5303;10200;20100;33968;200;7034;13968;1933,5303;6896,0;1933,5303;;;;;;;;;;;
CPLEX;11Cap30.txt;300;15,93;0;9820,0;2024,8;2024,6460813;200;7034;13968;200;7032;13964;0,0;77731,0;0,0;1939,0276;2157,9;3,86;216;668;20;17;;73;;27
GUROBI;11Cap30.txt;300;16,83;0;12432,0;2024,8;2024,8;10200;20100;33968;200;7034;13968;1061,7;10347,1;1061,7;1912,91216;2306,4;0,0;191;388;17;26;;100;30;4
CBC;11Cap30.txt;300;153,81;0;4740;2024,8;2024,8;10200;20100;33968;200;7034;13968;1933,5303;6896,0;1933,5303;;;;;;;;;;;
CPLEX;11Cap30.txt;600;15,91;0;9820,0;2024,8;2024,6460813;200;7034;13968;200;7032;13964;0,0;77731,0;0,0;1939,0276;2157,9;3,9;216;668;20;17;;73;;27
GUROBI;11Cap30.txt;600;16,87;0;12432,0;2024,8;2024,8;10200;20100;33968;200;7034;13968;1061,7;10347,1;1061,7;1912,91216;2306,4;0,0;191;388;17;26;;100;30;4
CBC;11Cap30.txt;600;153,88;0;4740;2024,8;2024,8;10200;20100;33968;200;7034;13968;1933,5303;6896,0;1933,5303;;;;;;;;;;;
CPLEX;11Cap40.txt;120;11,79;0;4736,0;1956,2;1956,2;200;7034;13968;200;5698;11296;0,0;97920,9;0,0;1856,4038;2115,0;3,8;279;617;14;21;;94;;20
GUROBI;11Cap40.txt;120;16,8;0;6204,0;1956,2;1956,2;10200;20100;33968;200;7034;13968;884,4;10406,4;884,4;1829,45947;2436,4;1,0;247;414;20;23;;110;37;
CBC;11Cap40.txt;120;107,77;0;2865;1956,2;1956,2;10200;20100;33968;200;7034;13968;1856,3731;6395,6;1856,3731;;;;;;;;;;;
CPLEX;11Cap40.txt;300;11,79;0;4736,0;1956,2;1956,2;200;7034;13968;200;5698;11296;0,0;97920,9;0,0;1856,4038;2115,0;3,78;279;617;14;21;;94;;20
GUROBI;11Cap40.txt;300;16,84;0;6204,0;1956,2;1956,2;10200;20100;33968;200;7034;13968;884,4;10406,4;884,4;1829,45947;2436,4;1,0;247;414;20;23;;110;37;
CBC;11Cap40.txt;300;107,32;0;2865;1956,2;1956,2;10200;20100;33968;200;7034;13968;1856,3731;6395,6;1856,3731;;;;;;;;;;;
CPLEX;11Cap40.txt;600;11,96;0;4736,0;1956,2;1956,2;200;7034;13968;200;5698;11296;0,0;97920,9;0,0;1856,4038;2115,0;3,89;279;617;14;21;;94;;20
GUROBI;11Cap40.txt;600;16,85;0;6204,0;1956,2;1956,2;10200;20100;33968;200;7034;13968;884,4;10406,4;884,4;1829,45947;2436,4;1,0;247;414;20;23;;110;37;
CBC;11Cap40.txt;600;107,57;0;2865;1956,2;1956,2;10200;20100;33968;200;7034;13968;1856,3731;6395,6;1856,3731;;;;;;;;;;;
CPLEX;11Cap50.txt;120;12,6;0;4988,0;1938,5;1938,5;200;7034;13968;200;6695;13290;0,0;117548,6;0,0;1844,6564;2138,3;3,28;308;605;15;3;;74;;26
GUROBI;11Cap50.txt;120;12,73;0;5408,0;1938,5;1938,5;10200;20100;33968;200;7034;13968;769,2;10235,4;769,2;1814,90198;2051,8;1,0;301;390;18;31;;117;55;1
CBC;11Cap50.txt;120;119,99;7,083714833114861;4187;1983,4;1842,9016;10200;20100;33968;200;7034;13968;1842,9016;6400,7;1842,9016;;;;;;;;;;;
CPLEX;11Cap50.txt;300;12,52;0;4988,0;1938,5;1938,5;200;7034;13968;200;6695;13290;0,0;117548,6;0,0;1844,6564;2138,3;3,3;308;605;15;3;;74;;26
GUROBI;11Cap50.txt;300;12,69;0;5408,0;1938,5;1938,5;10200;20100;33968;200;7034;13968;769,2;10235,4;769,2;1814,90198;2051,8;1,0;301;390;18;31;;117;55;1
CBC;11Cap50.txt;300;199,3;0;6257;1938,5;1938,5;10200;20100;33968;200;7034;13968;1842,9016;6400,7;1842,9016;;;;;;;;;;;
CPLEX;11Cap50.txt;600;12,51;0;4988,0;1938,5;1938,5;200;7034;13968;200;6695;13290;0,0;117548,6;0,0;1844,6564;2138,3;3,24;308;605;15;3;;74;;26
GUROBI;11Cap50.txt;600;12,71;0;5408,0;1938,5;1938,5;10200;20100;33968;200;7034;13968;769,2;10235,4;769,2;1814,90198;2051,8;1,0;301;390;18;31;;117;55;1
CBC;11Cap50.txt;600;199,52;0;6257;1938,5;1938,5;10200;20100;33968;200;7034;13968;1842,9016;6400,7;1842,9016;;;;;;;;;;;
CPLEX;12Cap10.txt;120;12,92;0;7412,0;3003,5;3003,5;200;7150;14200;199;2087;4075;0,0;35244,8;0,0;2968,124;3018,4;3,43;84;375;12;11;;45;;55
GUROBI;12Cap10.txt;120;15,68;0;13260,0;3003,5;3003,5;10200;20100;34200;200;7150;14200;2122,4;10334,2;2122,4;2942,58972;3150,8;0,0;47;172;114;37;;115;36;8
CBC;12Cap10.txt;120;119,99;3,177490059478818;6241;3043,1;2946,4058;10200;20100;34200;200;7150;14200;2946,4058;3544,7;2946,4058;;;;;;;;;;;
CPLEX;12Cap10.txt;300;12,68;0;7412,0;3003,5;3003,5;200;7150;14200;199;2087;4075;0,0;35244,8;0,0;2968,124;3018,4;3,41;84;375;12;11;;45;;55
GUROBI;12Cap10.txt;300;15,71;0;13260,0;3003,5;3003,5;10200;20100;34200;200;7150;14200;2122,4;10334,2;2122,4;2942,58972;3150,8;0,0;47;172;114;37;;115;36;8
CBC;12Cap10.txt;300;299,91;0,5985367310372308;13988;3013,8;2995,7613;10200;20100;34200;200;7150;14200;2946,4058;3544,7;2946,4058;;;;;;;;;;;
CPLEX;12Cap10.txt;600;13,06;0;7412,0;3003,5;3003,5;200;7150;14200;199;2087;4075;0,0;35244,8;0,0;2968,124;3018,4;3,53;84;375;12;11;;45;;55
GUROBI;12Cap10.txt;600;15,69;0;13260,0;3003,5;3003,5;10200;20100;34200;200;7150;14200;2122,4;10334,2;2122,4;2942,58972;3150,8;0,0;47;172;114;37;;115;36;8
CBC;12Cap10.txt;600;353,85;0;16333;3003,5;3003,5;10200;20100;34200;200;7150;14200;2946,4058;3544,7;2946,4058;;;;;;;;;;;
CPLEX;12Cap20.txt;120;23,58;0;17126,0;2254,0;2253,7867406;200;7150;14200;200;6733;13366;0,0;56330,9;0,0;2179,9995;2417,6;2,21;162;681;9;18;;90;;42
GUROBI;12Cap20.txt;120;57,6;0;44165,0;2254,0;2254,0;10200;20100;34200;200;7150;14200;1354,2;9724,6;1354,2;2165,26486;2612,7;0,0;115;268;116;17;;168;49;5
CBC;12Cap20.txt;120;119,97;4,67232687832082;4953;2277,3;2170,8971;10200;20100;34200;200;7150;14200;2170,8971;6548,1;2170,8971;;;;;;;;;;;
CPLEX;12Cap20.txt;300;23,61;0;17126,0;2254,0;2253,7867406;200;7150;14200;200;6733;13366;0,0;56330,9;0,0;2179,9995;2417,6;2,23;162;681;9;18;;90;;42
GUROBI;12Cap20.txt;300;57,82;0;44165,0;2254,0;2254,0;10200;20100;34200;200;7150;14200;1354,2;9724,6;1354,2;2165,26486;2612,7;0,0;115;268;116;17;;168;49;5
CBC;12Cap20.txt;300;300,01;2,0958991507898057;11465;2272,7;2225,0665;10200;20100;34200;200;7150;14200;2170,8971;6548,1;2170,8971;;;;;;;;;;;
CPLEX;12Cap20.txt;600;23,64;0;17126,0;2254,0;2253,7867406;200;7150;14200;200;6733;13366;0,0;56330,9;0,0;2179,9995;2417,6;2,23;162;681;9;18;;90;;42
GUROBI;12Cap20.txt;600;57,69;0;44165,0;2254,0;2254,0;10200;20100;34200;200;7150;14200;1354,2;9724,6;1354,2;2165,26486;2612,7;0,0;115;268;116;17;;168;49;5
CBC;12Cap20.txt;600;499,74;0;17057;2254,0;2254,0;10200;20100;34200;200;7150;14200;2170,8971;6548,1;2170,8971;;;;;;;;;;;
CPLEX;12Cap30.txt;120;39,91;0;30592,0;2050,9;2050,6954681;200;7150;14200;200;7150;14200;0,0;76680,8;0,0;1942,4806;2181,6;3,0;217;655;18;13;;89;;28
GUROBI;12Cap30.txt;120;52,01;0;37285,0;2050,9;2050,9;10200;20100;34200;200;7150;14200;1062,66667;9791,9;1062,66667;1894,43739;2400,5;0,0;177;512;40;26;;114;37;2
CBC;12Cap30.txt;120;120,17;5,9360915749139025;4709;2061,7;1939,3156;10200;20100;34200;200;7150;14200;1939,3156;6388,2;1939,3156;;;;;;;;;;;
CPLEX;12Cap30.txt;300;40,05;0;30592,0;2050,9;2050,6954681;200;7150;14200;200;7150;14200;0,0;76680,8;0,0;1942,4806;2181,6;3,02;217;655;18;13;;89;;28
GUROBI;12Cap30.txt;300;51,98;0;37285,0;2050,9;2050,9;10200;20100;34200;200;7150;14200;1062,66667;9791,9;1062,66667;1894,43739;2400,5;0,0;177;512;40;26;;114;37;2
CBC;12Cap30.txt;300;299,88;5,9360915749139025;11090;2061,7;1939,3156;10200;20100;34200;200;7150;14200;1939,3156;6388,2;1939,3156;;;;;;;;;;;
CPLEX;12Cap30.txt;600;39,74;0;30592,0;2050,9;2050,6954681;200;7150;14200;200;7150;14200;0,0;76680,8;0,0;1942,4806;2181,6;2,97;217;655;18;13;;89;;28
GUROBI;12Cap30.txt;600;51,88;0;37285,0;2050,9;2050,9;10200;20100;34200;200;7150;14200;1062,66667;9791,9;1062,66667;1894,43739;2400,5;0,0;177;512;40;26;;114;37;2
CBC;12Cap30.txt;600;599,75;1,2383275937333185;16996;2061,7;2036,1694;10200;20100;34200;200;7150;14200;1939,3156;6388,2;1939,3156;;;;;;;;;;;
CPLEX;12Cap40.txt;120;19,6;0;11628,0;1983,9;1983,7065107;200;7150;14200;200;7141;14182;0,0;96334,6;0,0;1871,4671;2162,6;3,29;271;628;16;9;;102;;18
GUROBI;12Cap40.txt;120;21,68;0;10192,0;1983,9;1983,9;10200;20100;34200;200;7150;14200;892,2;9792,0;892,2;1835,33725;2090,4;1,0;256;494;21;25;;113;54;5
CBC;12Cap40.txt;120;120,07;7,791415336093039;2970;2029,2;1871,0966;10200;20100;34200;200;7150;14200;1871,0966;6256,8;1871,0966;;;;;;;;;;;
CPLEX;12Cap40.txt;300;19,7;0;11628,0;1983,9;1983,7065107;200;7150;14200;200;7141;14182;0,0;96334,6;0,0;1871,4671;2162,6;3,3;271;628;16;9;;102;;18
GUROBI;12Cap40.txt;300;21,75;0;10192,0;1983,9;1983,9;10200;20100;34200;200;7150;14200;892,2;9792,0;892,2;1835,33725;2090,4;1,0;256;494;21;25;;113;54;5
CBC;12Cap40.txt;300;299,93;7,759595760414095;10043;2028,5;1871,0966;10200;20100;34200;200;7150;14200;1871,0966;6256,8;1871,0966;;;;;;;;;;;
CPLEX;12Cap40.txt;600;19,59;0;11628,0;1983,9;1983,7065107;200;7150;14200;200;7141;14182;0,0;96334,6;0,0;1871,4671;2162,6;3,37;271;628;16;9;;102;;18
GUROBI;12Cap40.txt;600;21,73;0;10192,0;1983,9;1983,9;10200;20100;34200;200;7150;14200;892,2;9792,0;892,2;1835,33725;2090,4;1,0;256;494;21;25;;113;54;5
CBC;12Cap40.txt;600;431,58;0;12619;1983,9;1983,9;10200;20100;34200;200;7150;14200;1871,0966;6256,8;1871,0966;;;;;;;;;;;
CPLEX;12Cap50.txt;120;14,16;0;6783,0;1965,3;1965,1296551;200;7150;14200;200;6424;12748;0,0;116982,3;0,0;1855,3895;2133,0;3,8;334;557;17;13;;75;;29
GUROBI;12Cap50.txt;120;14,5;0;6205,0;1965,3;1965,3;10200;20100;34200;200;7150;14200;781,2;9805,8;781,2;1801,97619;2256,0;0,0;303;474;18;28;;123;55;2
CBC;12Cap50.txt;120;119,94;7,12759121165106;3518;1998,1;1855,6836;10200;20100;34200;200;7150;14200;1855,6836;6304,0;1855,6836;;;;;;;;;;;
CPLEX;12Cap50.txt;300;14,25;0;6783,0;1965,3;1965,1296551;200;7150;14200;200;6424;12748;0,0;116982,3;0,0;1855,3895;2133,0;3,89;334;557;17;13;;75;;29
GUROBI;12Cap50.txt;300;14,44;0;6205,0;1965,3;1965,3;10200;20100;34200;200;7150;14200;781,2;9805,8;781,2;1801,97619;2256,0;0,0;303;474;18;28;;123;55;2
CBC;12Cap50.txt;300;299,92;7,12759121165106;9857;1998,1;1855,6836;10200;20100;34200;200;7150;14200;1855,6836;6304,0;1855,6836;;;;;;;;;;;
CPLEX;12Cap50.txt;600;14,49;0;6783,0;1965,3;1965,1296551;200;7150;14200;200;6424;12748;0,0;116982,3;0,0;1855,3895;2133,0;3,85;334;557;17;13;;75;;29
GUROBI;12Cap50.txt;600;14,52;0;6205,0;1965,3;1965,3;10200;20100;34200;200;7150;14200;781,2;9805,8;781,2;1801,97619;2256,0;0,0;303;474;18;28;;123;55;2
CBC;12Cap50.txt;600;403,52;0;11738;1965,3;1965,3;10200;20100;34200;200;7150;14200;1855,6836;6304,0;1855,6836;;;;;;;;;;;
CPLEX;13Cap10.txt;120;11,98;0;6633,0;2954,6;2954,3139366;200;7035;13970;199;2139;4179;0,0;35999,4;0,0;2914,7343;3052,9;1,42;77;446;13;7;;46;;47
GUROBI;13Cap10.txt;120;12,91;0;12038,0;2954,6;2954,6;10200;20100;33970;200;7035;13970;2199,5;10342,8;2199,5;2890,2177;3076,8;0,0;61;170;127;24;;93;37;6
CBC;13Cap10.txt;120;119,97;2,6303376065507735;7120;2979,8;2901,4212;10200;20100;33970;200;7035;13970;2901,4212;3623,5;2901,4212;;;;;;;;;;;
CPLEX;13Cap10.txt;300;12,03;0;6633,0;2954,6;2954,3139366;200;7035;13970;199;2139;4179;0,0;35999,4;0,0;2914,7343;3052,9;1,48;77;446;13;7;;46;;47
GUROBI;13Cap10.txt;300;12,78;0;12038,0;2954,6;2954,6;10200;20100;33970;200;7035;13970;2199,5;10342,8;2199,5;2890,2177;3076,8;0,0;61;170;127;24;;93;37;6
CBC;13Cap10.txt;300;203,66;0;11412;2954,599999999999;2954,599999999999;10200;20100;33970;200;7035;13970;2901,4212;3623,5;2901,4212;;;;;;;;;;;
CPLEX;13Cap10.txt;600;12,14;0;6633,0;2954,6;2954,3139366;200;7035;13970;199;2139;4179;0,0;35999,4;0,0;2914,7343;3052,9;1,44;77;446;13;7;;46;;47
GUROBI;13Cap10.txt;600;12,87;0;12038,0;2954,6;2954,6;10200;20100;33970;200;7035;13970;2199,5;10342,8;2199,5;2890,2177;3076,8;0,0;61;170;127;24;;93;37;6
CBC;13Cap10.txt;600;203,26;0;11412;2954,599999999999;2954,599999999999;10200;20100;33970;200;7035;13970;2901,4212;3623,5;2901,4212;;;;;;;;;;;
CPLEX;13Cap20.txt;120;23,36;0;18020,0;2175,0;2174,7929226;200;7035;13970;200;6999;13898;0,0;56516,4;0,0;2109,7922;2320,9;2,16;157;731;19;6;;65;;32
GUROBI;13Cap20.txt;120;25,1;0;12652,0;2175,0;2175,0;10200;20100;33970;200;7035;13970;1360,5;10542,6;1360,5;2083,61981;2533,9;0,0;106;291;179;34;;187;47;6
CBC;13Cap20.txt;120;119,98;4,71559478963374;4596;2203,3;2099,4013;10200;20100;33970;200;7035;13970;2099,4013;6826,2;2099,4013;;;;;;;;;;;
CPLEX;13Cap20.txt;300;23,33;0;18020,0;2175,0;2174,7929226;200;7035;13970;200;6999;13898;0,0;56516,4;0,0;2109,7922;2320,9;2,16;157;731;19;6;;65;;32
GUROBI;13Cap20.txt;300;25,28;0;12652,0;2175,0;2175,0;10200;20100;33970;200;7035;13970;1360,5;10542,6;1360,5;2083,61981;2533,9;0,0;106;291;179;34;;187;47;6
CBC;13Cap20.txt;300;299,93;1,7098325500752662;11635;2191,7;2154,2256;10200;20100;33970;200;7035;13970;2099,4013;6826,2;2099,4013;;;;;;;;;;;
CPLEX;13Cap20.txt;600;23,44;0;18020,0;2175,0;2174,7929226;200;7035;13970;200;6999;13898;0,0;56516,4;0,0;2109,7922;2320,9;2,18;157;731;19;6;;65;;32
GUROBI;13Cap20.txt;600;25,13;0;12652,0;2175,0;2175,0;10200;20100;33970;200;7035;13970;1360,5;10542,6;1360,5;2083,61981;2533,9;0,0;106;291;179;34;;187;47;6
CBC;13Cap20.txt;600;388,6;0;14591;2175,0;2175,0;10200;20100;33970;200;7035;13970;2099,4013;6826,2;2099,4013;;;;;;;;;;;
CPLEX;13Cap30.txt;120;30,65;0;21784,0;1979,0;1978,809306;200;7035;13970;200;7001;13902;0,0;76360,1;0,0;1864,1717;2130,8;2,88;206;675;17;15;;67;;35
GUROBI;13Cap30.txt;120;42,23;0;32588,0;1979,0;1979,0;10200;20100;33970;200;7035;13970;1040,83333;10178,7;1040,83333;1842,28974;2358,6;1,0;221;426;31;26;;98;32;
CBC;13Cap30.txt;120;120,23;7,087607392607394;4154;2002,0;1860,1061;10200;20100;33970;200;7035;13970;1860,1061;6565,8;1860,1061;;;;;;;;;;;
CPLEX;13Cap30.txt;300;30,77;0;21784,0;1979,0;1978,809306;200;7035;13970;200;7001;13902;0,0;76360,1;0,0;1864,1717;2130,8;2,87;206;675;17;15;;67;;35
GUROBI;13Cap30.txt;300;42,3;0;32588,0;1979,0;1979,0;10200;20100;33970;200;7035;13970;1040,83333;10178,7;1040,83333;1842,28974;2358,6;1,0;221;426;31;26;;98;32;
CBC;13Cap30.txt;300;299,84;4,778876123876122;11168;2002,0;1906,3269;10200;20100;33970;200;7035;13970;1860,1061;6565,8;1860,1061;;;;;;;;;;;
CPLEX;13Cap30.txt;600;30,66;0;21784,0;1979,0;1978,809306;200;7035;13970;200;7001;13902;0,0;76360,1;0,0;1864,1717;2130,8;2,91;206;675;17;15;;67;;35
GUROBI;13Cap30.txt;600;42,18;0;32588,0;1979,0;1979,0;10200;20100;33970;200;7035;13970;1040,83333;10178,7;1040,83333;1842,28974;2358,6;1,0;221;426;31;26;;98;32;
CBC;13Cap30.txt;600;599,98;1,9548201798201845;17618;2002,0;1962,8645;10200;20100;33970;200;7035;13970;1860,1061;6565,8;1860,1061;;;;;;;;;;;
CPLEX;13Cap40.txt;120;21,24;0;12023,0;1919,9;1919,7266881;200;7035;13970;200;7028;13956;0,0;95591,8;0,0;1807,5577;2067,2;3,95;272;608;14;12;;95;;14
GUROBI;13Cap40.txt;120;21,95;0;12045,0;1919,9;1919,9;10200;20100;33970;200;7035;13970;866,7;10384,5;866,7;1780,78791;2088,5;1,0;264;403;21;24;;117;41;3
CBC;13Cap40.txt;120;119,96;8,520783956244296;4978;1974,6;1806,3486;10200;20100;33970;200;7035;13970;1806,3486;6239,4;1806,3486;;;;;;;;;;;
CPLEX;13Cap40.txt;300;21,31;0;12023,0;1919,9;1919,7266881;200;7035;13970;200;7028;13956;0,0;95591,8;0,0;1807,5577;2067,2;3,96;272;608;14;12;;95;;14
GUROBI;13Cap40.txt;300;22,04;0;12045,0;1919,9;1919,9;10200;20100;33970;200;7035;13970;866,7;10384,5;866,7;1780,78791;2088,5;1,0;264;403;21;24;;117;41;3
CBC;13Cap40.txt;300;299,87;4,540418278037858;11238;1965,2;1875,9717;10200;20100;33970;200;7035;13970;1806,3486;6239,4;1806,3486;;;;;;;;;;;
CPLEX;13Cap40.txt;600;21,32;0;12023,0;1919,9;1919,7266881;200;7035;13970;200;7028;13956;0,0;95591,8;0,0;1807,5577;2067,2;3,96;272;608;14;12;;95;;14
GUROBI;13Cap40.txt;600;22,06;0;12045,0;1919,9;1919,9;10200;20100;33970;200;7035;13970;866,7;10384,5;866,7;1780,78791;2088,5;1,0;264;403;21;24;;117;41;3
CBC;13Cap40.txt;600;418,2;0;13401;1919,9;1919,9;10200;20100;33970;200;7035;13970;1806,3486;6239,4;1806,3486;;;;;;;;;;;
CPLEX;13Cap50.txt;120;15,12;0;7917,0;1918,5;1918,32;200;7035;13970;200;7006;13912;0,0;116191,8;0,0;1797,5931;1960,5;4,08;298;612;17;4;;78;;15
GUROBI;13Cap50.txt;120;21,36;0;13526,0;1918,5;1918,5;10200;20100;33970;200;7035;13970;756,4;10360,1;756,4;1761,48347;2220,2;0,0;309;414;16;24;;117;51;5
CBC;13Cap50.txt;120;119,85;8,986755101007542;4237;1975,1;1797,6026;10200;20100;33970;200;7035;13970;1797,6026;5919,1;1797,6026;;;;;;;;;;;
CPLEX;13Cap50.txt;300;14,64;0;7917,0;1918,5;1918,32;200;7035;13970;200;7006;13912;0,0;116191,8;0,0;1797,5931;1960,5;4,05;298;612;17;4;;78;;15
GUROBI;13Cap50.txt;300;20,86;0;13526,0;1918,5;1918,5;10200;20100;33970;200;7035;13970;756,4;10360,1;756,4;1761,48347;2220,2;1,0;309;414;16;24;;117;51;5
CBC;13Cap50.txt;300;299,7;8,986755101007542;11019;1975,1;1797,6026;10200;20100;33970;200;7035;13970;1797,6026;5919,1;1797,6026;;;;;;;;;;;
CPLEX;13Cap50.txt;600;14,5;0;7917,0;1918,5;1918,32;200;7035;13970;200;7006;13912;0,0;116191,8;0,0;1797,5931;1960,5;4,05;298;612;17;4;;78;;15
GUROBI;13Cap50.txt;600;20,61;0;13526,0;1918,5;1918,5;10200;20100;33970;200;7035;13970;756,4;10360,1;756,4;1761,48347;2220,2;0,0;309;414;16;24;;117;51;5
CBC;13Cap50.txt;600;411,49;0;13678;1918,5;1918,5;10200;20100;33970;200;7035;13970;1797,6026;5919,1;1797,6026;;;;;;;;;;;
CPLEX;14Cap10.txt;120;7,9;0;4659,0;2936,4;2936,1744957;200;7030;13960;199;1731;3362;0,0;37567,8;0,0;2905,6917;2956,8;1,86;85;292;9;13;;45;;26
GUROBI;14Cap10.txt;120;12,64;0;9550,0;2936,4;2936,4;10200;20100;33960;200;7030;13960;2133,2;10560,1;2133,2;2887,17317;3046,2;0,0;57;181;99;26;;81;32;13
CBC;14Cap10.txt;120;47,49;0;1931;2936,4;2936,4;10200;20100;33960;200;7030;13960;2894,4778;3423,0;2894,4778;;;;;;;;;;;
