solver;instance_source_file_name;time_limit;time;gap;nodes;best_solution;best_bound;matrix_constraints;matrix_variables;matrix_nonzeros;matrix_post_constraints;matrix_post_variables;matrix_post_nonzeros;first_relaxed;first_solution_BestInteger;first_solution_CutsBestBound;cut_info_best_bound;cut_info_best_solution;cut_info_time;cut_info_CLIQUE;cut_info_COVER;cut_info_FLOW;cut_info_GOMORY;cut_info_LIFT_AND_PROJECT;cut_info_MIR;cut_info_OUTROS;cut_info_ZERO_HALF
CBC;18Cap10.txt;300;74,1;0;4082;2897,3;2897,3;10200;20100;34144;200;7122;14144;2847,3909;3469,5;2847,3909;;;;;;;;;;;
CPLEX;18Cap10.txt;600;3,92;0;3746,0;2897,3;2897,0129698;200;7122;14144;200;4870;9640;0,0;36058,0;0,0;2865,1095;2905,9;2,14;73;422;8;22;;34;;64
GUROBI;18Cap10.txt;600;7,84;0;5940,0;2897,3;2897,3;10200;20100;34144;200;7122;14144;2131,7;10659,9;2131,7;2858,26133;2946,6;2,0;43;161;61;11;;96;35;6
CBC;18Cap10.txt;600;74,14;0;4082;2897,3;2897,3;10200;20100;34144;200;7122;14144;2847,3909;3469,5;2847,3909;;;;;;;;;;;
CPLEX;18Cap20.txt;120;16,58;0;10275,0;2198,9;2198,684;200;7122;14144;200;6208;12316;0,0;57131,9;0,0;2121,0293;2261,0;1,91;155;789;14;13;1;42;;30
GUROBI;18Cap20.txt;120;56,16;0;50055,0;2198,9;2198,9;10200;20100;34144;200;7122;14144;1354,1;10003,2;1354,1;2108,35025;2369,1;0,0;110;250;118;27;;152;52;5
CBC;18Cap20.txt;120;119,99;3,097398699349685;4812;2198,9;2130,7913;10200;20100;34144;200;7122;14144;2115,5015;6325,2;2115,5015;;;;;;;;;;;
CPLEX;18Cap20.txt;300;16,63;0;10275,0;2198,9;2198,684;200;7122;14144;200;6208;12316;0,0;57131,9;0,0;2121,0293;2261,0;1,91;155;789;14;13;1;42;;30
GUROBI;18Cap20.txt;300;56,24;0;50055,0;2198,9;2198,9;10200;20100;34144;200;7122;14144;1354,1;10003,2;1354,1;2108,35025;2369,1;0,0;110;250;118;27;;152;52;5
CBC;18Cap20.txt;300;149,73;0;5637;2198,9;2198,9;10200;20100;34144;200;7122;14144;2115,5015;6325,2;2115,5015;;;;;;;;;;;
CPLEX;18Cap20.txt;600;16,58;0;10275,0;2198,9;2198,684;200;7122;14144;200;6208;12316;0,0;57131,9;0,0;2121,0293;2261,0;1,9;155;789;14;13;1;42;;30
GUROBI;18Cap20.txt;600;56,29;0;50055,0;2198,9;2198,9;10200;20100;34144;200;7122;14144;1354,1;10003,2;1354,1;2108,35025;2369,1;0,0;110;250;118;27;;152;52;5
CBC;18Cap20.txt;600;150,01;0;5637;2198,9;2198,9;10200;20100;34144;200;7122;14144;2115,5015;6325,2;2115,5015;;;;;;;;;;;
CPLEX;18Cap30.txt;120;26,52;0;19493,0;2015,0;2014,800389;200;7122;14144;200;7122;14144;0,0;78446,9;0,0;1893,6774;2159,4;2,72;215;669;14;15;;94;;17
GUROBI;18Cap30.txt;120;46,74;0;32973,0;2015,0;2015,0;10200;20100;34144;200;7122;14144;1039,56667;10188,6;1039,56667;1862,78238;2382,3;0,0;199;470;39;17;;96;34;1
CBC;18Cap30.txt;120;119,96;6,860978137491975;4618;2026,3;1887,276;10200;20100;34144;200;7122;14144;1887,276;6396,0;1887,276;;;;;;;;;;;
CPLEX;18Cap30.txt;300;26,48;0;19493,0;2015,0;2014,800389;200;7122;14144;200;7122;14144;0,0;78446,9;0,0;1893,6774;2159,4;2,72;215;669;14;15;;94;;17
GUROBI;18Cap30.txt;300;46,79;0;32973,0;2015,0;2015,0;10200;20100;34144;200;7122;14144;1039,56667;10188,6;1039,56667;1862,78238;2382,3;0,0;199;470;39;17;;96;34;1
CBC;18Cap30.txt;300;299,95;6,644440047487131;10780;2021,6;1887,276;10200;20100;34144;200;7122;14144;1887,276;6396,0;1887,276;;;;;;;;;;;
CPLEX;18Cap30.txt;600;26,53;0;19493,0;2015,0;2014,800389;200;7122;14144;200;7122;14144;0,0;78446,9;0,0;1893,6774;2159,4;2,77;215;669;14;15;;94;;17
GUROBI;18Cap30.txt;600;46,74;0;32973,0;2015,0;2015,0;10200;20100;34144;200;7122;14144;1039,56667;10188,6;1039,56667;1862,78238;2382,3;0,0;199;470;39;17;;96;34;1
CBC;18Cap30.txt;600;443,9;0;14492;2015,0;2015,0;10200;20100;34144;200;7122;14144;1887,276;6396,0;1887,276;;;;;;;;;;;
CPLEX;18Cap40.txt;120;22,96;0;17356,0;1976,9;1976,7036982;200;7122;14144;200;7122;14144;0,0;97998,3;0,0;1841,2741;2149,1;3,57;270;655;13;17;;54;;21
GUROBI;18Cap40.txt;120;26,22;0;19038,0;1976,9;1976,9;10200;20100;34144;200;7122;14144;866,3;10194,5;866,3;1813,78218;2216,5;0,0;249;451;17;25;;96;47;3
CBC;18Cap40.txt;120;119,96;8,084966798142695;3344;2002,9;1840,9662;10200;20100;34144;200;7122;14144;1840,9662;6455,7;1840,9662;;;;;;;;;;;
CPLEX;18Cap40.txt;300;23,04;0;17356,0;1976,9;1976,7036982;200;7122;14144;200;7122;14144;0,0;97998,3;0,0;1841,2741;2149,1;3,54;270;655;13;17;;54;;21
GUROBI;18Cap40.txt;300;26,2;0;19038,0;1976,9;1976,9;10200;20100;34144;200;7122;14144;866,3;10194,5;866,3;1813,78218;2216,5;0,0;249;451;17;25;;96;47;3
CBC;18Cap40.txt;300;299,89;8,084966798142695;10738;2002,9;1840,9662;10200;20100;34144;200;7122;14144;1840,9662;6455,7;1840,9662;;;;;;;;;;;
CPLEX;18Cap40.txt;600;23,09;0;17356,0;1976,9;1976,7036982;200;7122;14144;200;7122;14144;0,0;97998,3;0,0;1841,2741;2149,1;3,61;270;655;13;17;;54;;21
GUROBI;18Cap40.txt;600;26,28;0;19038,0;1976,9;1976,9;10200;20100;34144;200;7122;14144;866,3;10194,5;866,3;1813,78218;2216,5;0,0;249;451;17;25;;96;47;3
CBC;18Cap40.txt;600;599,23;0,34361373868178186;18766;1976,9;1970,1071;10200;20100;34144;200;7122;14144;1840,9662;6455,7;1840,9662;;;;;;;;;;;
CPLEX;18Cap50.txt;120;18,74;0;11544,0;1974,2;1974,0180205;200;7122;14144;200;7122;14144;0,0;119978,7;0,0;1834,0964;2086,3;3,22;309;624;10;3;;64;;30
GUROBI;18Cap50.txt;120;28,2;0;23808,0;1974,2;1974,2;10200;20100;34144;200;7122;14144;754,3;10117,4;754,3;1813,58289;2337,4;0,0;304;454;12;25;;107;53;4
CBC;18Cap50.txt;120;119,98;7,677499244941101;4312;1986,6;1834,0788;10200;20100;34144;200;7122;14144;1834,0788;6404,2;1834,0788;;;;;;;;;;;
CPLEX;18Cap50.txt;300;18,68;0;11544,0;1974,2;1974,0180205;200;7122;14144;200;7122;14144;0,0;119978,7;0,0;1834,0964;2086,3;3,29;309;624;10;3;;64;;30
GUROBI;18Cap50.txt;300;28,19;0;23808,0;1974,2;1974,2;10200;20100;34144;200;7122;14144;754,3;10117,4;754,3;1813,58289;2337,4;0,0;304;454;12;25;;107;53;4
CBC;18Cap50.txt;300;299,9;6,8173487995137245;10592;1974,2;1839,6119;10200;20100;34144;200;7122;14144;1834,0788;6404,2;1834,0788;;;;;;;;;;;
CPLEX;18Cap50.txt;600;18,67;0;11544,0;1974,2;1974,0180205;200;7122;14144;200;7122;14144;0,0;119978,7;0,0;1834,0964;2086,3;3,23;309;624;10;3;;64;;30
GUROBI;18Cap50.txt;600;28,25;0;23808,0;1974,2;1974,2;10200;20100;34144;200;7122;14144;754,3;10117,4;754,3;1813,58289;2337,4;0,0;304;454;12;25;;107;53;4
CBC;18Cap50.txt;600;452,54;0;15191;1974,200000000001;1974,200000000001;10200;20100;34144;200;7122;14144;1834,0788;6404,2;1834,0788;;;;;;;;;;;
CPLEX;19Cap10.txt;120;10,13;0;7326,0;2938,3;2938,0224036;200;7090;14080;200;2530;4960;0,0;36709,5;0,0;2901,7983;2960,6;3,4;63;371;10;12;;44;;39
GUROBI;19Cap10.txt;120;12,45;0;13490,0;2938,3;2938,3;10200;20100;34080;200;7090;14080;2183,2;9859,9;2183,2;2884,7526;3053,8;0,0;48;124;112;26;;99;34;11
CBC;19Cap10.txt;120;83,13;0;4279;2938,3;2938,3;10200;20100;34080;200;7090;14080;2892,405;6639,1;2892,405;;;;;;;;;;;
CPLEX;19Cap10.txt;300;10,17;0;7326,0;2938,3;2938,0224036;200;7090;14080;200;2530;4960;0,0;36709,5;0,0;2901,7983;2960,6;3,34;63;371;10;12;;44;;39
GUROBI;19Cap10.txt;300;12,44;0;13490,0;2938,3;2938,3;10200;20100;34080;200;7090;14080;2183,2;9859,9;2183,2;2884,7526;3053,8;0,0;48;124;112;26;;99;34;11
CBC;19Cap10.txt;300;83,01;0;4279;2938,3;2938,3;10200;20100;34080;200;7090;14080;2892,405;6639,1;2892,405;;;;;;;;;;;
CPLEX;19Cap10.txt;600;10,0;0;7326,0;2938,3;2938,0224036;200;7090;14080;200;2530;4960;0,0;36709,5;0,0;2901,7983;2960,6;3,33;63;371;10;12;;44;;39
GUROBI;19Cap10.txt;600;12,49;0;13490,0;2938,3;2938,3;10200;20100;34080;200;7090;14080;2183,2;9859,9;2183,2;2884,7526;3053,8;0,0;48;124;112;26;;99;34;11
CBC;19Cap10.txt;600;83,32;0;4279;2938,3;2938,3;10200;20100;34080;200;7090;14080;2892,405;6639,1;2892,405;;;;;;;;;;;
CPLEX;19Cap20.txt;120;15,49;0;11643,0;2183,4;2183,1847951;200;7090;14080;200;6130;12160;0,0;56092,9;0,0;2113,4857;2359,0;1,74;165;729;11;8;;60;;38
GUROBI;19Cap20.txt;120;25,51;0;23400,0;2183,4;2183,4;10200;20100;34080;200;7090;14080;1368,2;9834,5;1368,2;2097,71306;2404,3;0,0;107;254;143;21;;154;39;3
CBC;19Cap20.txt;120;119,94;3,7693122659603757;5792;2189,8;2107,2596;10200;20100;34080;200;7090;14080;2107,2596;6545,1;2107,2596;;;;;;;;;;;
CPLEX;19Cap20.txt;300;15,45;0;11643,0;2183,4;2183,1847951;200;7090;14080;200;6130;12160;0,0;56092,9;0,0;2113,4857;2359,0;1,76;165;729;11;8;;60;;38
GUROBI;19Cap20.txt;300;25,48;0;23400,0;2183,4;2183,4;10200;20100;34080;200;7090;14080;1368,2;9834,5;1368,2;2097,71306;2404,3;0,0;107;254;143;21;;154;39;3
CBC;19Cap20.txt;300;217,23;0;9679;2183,4;2183,4;10200;20100;34080;200;7090;14080;2107,2596;6545,1;2107,2596;;;;;;;;;;;
CPLEX;19Cap20.txt;600;15,46;0;11643,0;2183,4;2183,1847951;200;7090;14080;200;6130;12160;0,0;56092,9;0,0;2113,4857;2359,0;1,75;165;729;11;8;;60;;38
GUROBI;19Cap20.txt;600;25,51;0;23400,0;2183,4;2183,4;10200;20100;34080;200;7090;14080;1368,2;9834,5;1368,2;2097,71306;2404,3;0,0;107;254;143;21;;154;39;3
CBC;19Cap20.txt;600;217,38;0;9679;2183,4;2183,4;10200;20100;34080;200;7090;14080;2107,2596;6545,1;2107,2596;;;;;;;;;;;
CPLEX;19Cap30.txt;120;11,15;0;6861,0;1962,1;1961,9584387;200;7090;14080;200;7041;13982;0,0;76065,0;0,0;1868,9712;2124,6;2,06;188;751;14;14;;68;;18
GUROBI;19Cap30.txt;120;11,83;0;6695,0;1962,1;1962,1;10200;20100;34080;200;7090;14080;1046,46667;9914,3;1046,46667;1844,20081;2343,4;0,0;170;339;14;27;;93;28;4
CBC;19Cap30.txt;120;120,0;6,143314216722005;4528;1987,8;1865,6832;10200;20100;34080;200;7090;14080;1865,6832;6586,7;1865,6832;;;;;;;;;;;
CPLEX;19Cap30.txt;300;11,08;0;6861,0;1962,1;1961,9584387;200;7090;14080;200;7041;13982;0,0;76065,0;0,0;1868,9712;2124,6;2,05;188;751;14;14;;68;;18
GUROBI;19Cap30.txt;300;11,86;0;6695,0;1962,1;1962,1;10200;20100;34080;200;7090;14080;1046,46667;9914,3;1046,46667;1844,20081;2343,4;0,0;170;339;14;27;;93;28;4
CBC;19Cap30.txt;300;170,39;0;5641;1962,1;1962,1;10200;20100;34080;200;7090;14080;1865,6832;6586,7;1865,6832;;;;;;;;;;;
CPLEX;19Cap30.txt;600;11,08;0;6861,0;1962,1;1961,9584387;200;7090;14080;200;7041;13982;0,0;76065,0;0,0;1868,9712;2124,6;2,06;188;751;14;14;;68;;18
GUROBI;19Cap30.txt;600;11,86;0;6695,0;1962,1;1962,1;10200;20100;34080;200;7090;14080;1046,46667;9914,3;1046,46667;1844,20081;2343,4;0,0;170;339;14;27;;93;28;4
CBC;19Cap30.txt;600;171,2;0;5641;1962,1;1962,1;10200;20100;34080;200;7090;14080;1865,6832;6586,7;1865,6832;;;;;;;;;;;
CPLEX;19Cap40.txt;120;15,41;0;7630,0;1923,1;1922,9084657;200;7090;14080;200;7072;14044;0,0;98307,6;0,0;1809,7796;2052,1;3,6;247;609;21;27;;83;;20
GUROBI;19Cap40.txt;120;14,37;0;7827,0;1923,1;1923,1;10200;20100;34080;200;7090;14080;866,8;10058,8;866,8;1789,9479;2408,8;0,0;235;371;10;32;;110;31;
CBC;19Cap40.txt;120;119,94;6,736072258064521;4307;1937,5;1806,9886;10200;20100;34080;200;7090;14080;1806,9886;6350,2;1806,9886;;;;;;;;;;;
CPLEX;19Cap40.txt;300;15,38;0;7630,0;1923,1;1922,9084657;200;7090;14080;200;7072;14044;0,0;98307,6;0,0;1809,7796;2052,1;3,61;247;609;21;27;;83;;20
GUROBI;19Cap40.txt;300;14,4;0;7827,0;1923,1;1923,1;10200;20100;34080;200;7090;14080;866,8;10058,8;866,8;1789,9479;2408,8;0,0;235;371;10;32;;110;31;
CBC;19Cap40.txt;300;182,23;0;6097;1923,1;1923,1;10200;20100;34080;200;7090;14080;1806,9886;6350,2;1806,9886;;;;;;;;;;;
CPLEX;19Cap40.txt;600;15,35;0;7630,0;1923,1;1922,9084657;200;7090;14080;200;7072;14044;0,0;98307,6;0,0;1809,7796;2052,1;3,59;247;609;21;27;;83;;20
GUROBI;19Cap40.txt;600;14,41;0;7827,0;1923,1;1923,1;10200;20100;34080;200;7090;14080;866,8;10058,8;866,8;1789,9479;2408,8;0,0;235;371;10;32;;110;31;
CBC;19Cap40.txt;600;182,16;0;6097;1923,1;1923,1;10200;20100;34080;200;7090;14080;1806,9886;6350,2;1806,9886;;;;;;;;;;;
CPLEX;19Cap50.txt;120;10,55;0;5446,0;1915,3;1915,3;200;7090;14080;200;6306;12512;0,0;119296,9;0,0;1803,5389;1955,0;3,27;278;640;14;8;;76;;28
GUROBI;19Cap50.txt;120;11,41;0;5277,0;1915,3;1915,3;10200;20100;34080;200;7090;14080;750,8;9944,3;750,8;1773,39661;2203,9;0,0;270;414;20;25;;98;35;4
CBC;19Cap50.txt;120;119,97;6,995874851566944;3935;1936,9;1801,3969;10200;20100;34080;200;7090;14080;1801,3969;6321,3;1801,3969;;;;;;;;;;;
CPLEX;19Cap50.txt;300;10,51;0;5446,0;1915,3;1915,3;200;7090;14080;200;6306;12512;0,0;119296,9;0,0;1803,5389;1955,0;3,28;278;640;14;8;;76;;28
GUROBI;19Cap50.txt;300;11,39;0;5277,0;1915,3;1915,3;10200;20100;34080;200;7090;14080;750,8;9944,3;750,8;1773,39661;2203,9;0,0;270;414;20;25;;98;35;4
CBC;19Cap50.txt;300;152,0;0;4579;1915,3;1915,3;10200;20100;34080;200;7090;14080;1801,3969;6321,3;1801,3969;;;;;;;;;;;
CPLEX;19Cap50.txt;600;10,69;0;5446,0;1915,3;1915,3;200;7090;14080;200;6306;12512;0,0;119296,9;0,0;1803,5389;1955,0;3,29;278;640;14;8;;76;;28
GUROBI;19Cap50.txt;600;11,37;0;5277,0;1915,3;1915,3;10200;20100;34080;200;7090;14080;750,8;9944,3;750,8;1773,39661;2203,9;0,0;270;414;20;25;;98;35;4
CBC;19Cap50.txt;600;152,03;0;4579;1915,3;1915,3;10200;20100;34080;200;7090;14080;1801,3969;6321,3;1801,3969;;;;;;;;;;;
CPLEX;20Cap10.txt;120;11,79;0;5190,0;2940,0;2940,0;200;7103;14106;201;1641;3185;0,0;33019,2;0,0;2908,4343;2979,6;3,68;72;324;11;15;;47;;29
GUROBI;20Cap10.txt;120;9,54;0;6510,0;2940,0;2940,0;10200;20100;34106;200;7103;14106;2163,1;9886,8;2163,1;2892,03871;3047,2;0,0;50;194;107;27;;107;25;14
CBC;20Cap10.txt;120;120,0;2,944527721082742;6579;2988,7;2900,6969;10200;20100;34106;200;7103;14106;2900,6969;3630,2;2900,6969;;;;;;;;;;;
CPLEX;20Cap10.txt;300;11,84;0;5190,0;2940,0;2940,0;200;7103;14106;201;1641;3185;0,0;33019,2;0,0;2908,4343;2979,6;3,71;72;324;11;15;;47;;29
GUROBI;20Cap10.txt;300;9,55;0;6510,0;2940,0;2940,0;10200;20100;34106;200;7103;14106;2163,1;9886,8;2163,1;2892,03871;3047,2;0,0;50;194;107;27;;107;25;14
CBC;20Cap10.txt;300;255,86;0;12593;2940,0;2940,0;10200;20100;34106;200;7103;14106;2900,6969;3630,2;2900,6969;;;;;;;;;;;
CPLEX;20Cap10.txt;600;11,85;0;5190,0;2940,0;2940,0;200;7103;14106;201;1641;3185;0,0;33019,2;0,0;2908,4343;2979,6;3,7;72;324;11;15;;47;;29
GUROBI;20Cap10.txt;600;9,56;0;6510,0;2940,0;2940,0;10200;20100;34106;200;7103;14106;2163,1;9886,8;2163,1;2892,03871;3047,2;0,0;50;194;107;27;;107;25;14
CBC;20Cap10.txt;600;255,55;0;12593;2940,0;2940,0;10200;20100;34106;200;7103;14106;2900,6969;3630,2;2900,6969;;;;;;;;;;;
CPLEX;20Cap20.txt;120;33,27;0;25028,0;2218,2;2217,9788336;200;7103;14106;200;4528;8956;0,0;54307,5;0,0;2140,7951;2413,8;2,18;125;753;13;13;;68;;44
GUROBI;20Cap20.txt;120;55,99;0;56081,0;2218,2;2218,2;10200;20100;34106;200;7103;14106;1365,3;9275,9;1365,3;2106,95935;2524,6;0,0;117;414;36;35;;90;39;6
CBC;20Cap20.txt;120;119,98;3,9935525960586618;4764;2222,6;2133,8393;10200;20100;34106;200;7103;14106;2133,8393;6898,7;2133,8393;;;;;;;;;;;
CPLEX;20Cap20.txt;300;33,29;0;25028,0;2218,2;2217,9788336;200;7103;14106;200;4528;8956;0,0;54307,5;0,0;2140,7951;2413,8;2,18;125;753;13;13;;68;;44
GUROBI;20Cap20.txt;300;56,25;0;56081,0;2218,2;2218,2;10200;20100;34106;200;7103;14106;1365,3;9275,9;1365,3;2106,95935;2524,6;0,0;117;414;36;35;;90;39;6
CBC;20Cap20.txt;300;299,91;2,087514622514158;11417;2222,6;2176,2029;10200;20100;34106;200;7103;14106;2133,8393;6898,7;2133,8393;;;;;;;;;;;
CPLEX;20Cap20.txt;600;33,41;0;25028,0;2218,2;2217,9788336;200;7103;14106;200;4528;8956;0,0;54307,5;0,0;2140,7951;2413,8;2,21;125;753;13;13;;68;;44
GUROBI;20Cap20.txt;600;56,25;0;56081,0;2218,2;2218,2;10200;20100;34106;200;7103;14106;1365,3;9275,9;1365,3;2106,95935;2524,6;0,0;117;414;36;35;;90;39;6
CBC;20Cap20.txt;600;599,88;0,5415810347935992;20612;2218,8;2206,7834;10200;20100;34106;200;7103;14106;2133,8393;6898,7;2133,8393;;;;;;;;;;;
CPLEX;20Cap30.txt;120;12,02;0;6438,0;1961,3;1961,3;200;7103;14106;200;3903;7706;0,0;75485,5;0,0;1897,2459;2051,8;3,63;195;582;23;21;;84;;24
GUROBI;20Cap30.txt;120;10,97;0;4308,0;1961,3;1961,3;10200;20100;34106;200;7103;14106;1063,16667;9131,4;1063,16667;1869,71347;2427,5;0,0;196;378;26;28;;99;31;4
CBC;20Cap30.txt;120;99,96;0;1989;1961,3;1961,3;10200;20100;34106;200;7103;14106;1896,0992;6521,8;1896,0992;;;;;;;;;;;
CPLEX;20Cap30.txt;300;11,87;0;6438,0;1961,3;1961,3;200;7103;14106;200;3903;7706;0,0;75485,5;0,0;1897,2459;2051,8;3,53;195;582;23;21;;84;;24
GUROBI;20Cap30.txt;300;10,96;0;4308,0;1961,3;1961,3;10200;20100;34106;200;7103;14106;1063,16667;9131,4;1063,16667;1869,71347;2427,5;0,0;196;378;26;28;;99;31;4
CBC;20Cap30.txt;300;99,75;0;1989;1961,3;1961,3;10200;20100;34106;200;7103;14106;1896,0992;6521,8;1896,0992;;;;;;;;;;;
CPLEX;20Cap30.txt;600;11,84;0;6438,0;1961,3;1961,3;200;7103;14106;200;3903;7706;0,0;75485,5;0,0;1897,2459;2051,8;3,55;195;582;23;21;;84;;24
GUROBI;20Cap30.txt;600;10,98;0;4308,0;1961,3;1961,3;10200;20100;34106;200;7103;14106;1063,16667;9131,4;1063,16667;1869,71347;2427,5;0,0;196;378;26;28;;99;31;4
CBC;20Cap30.txt;600;99,92;0;1989;1961,3;1961,3;10200;20100;34106;200;7103;14106;1896,0992;6521,8;1896,0992;;;;;;;;;;;
CPLEX;20Cap40.txt;120;15,03;0;8360,0;1939,2;1939,0634373;200;7103;14106;200;7103;14106;0,0;93960,3;0,0;1828,3953;2099,4;3,62;270;652;13;15;;72;;18
GUROBI;20Cap40.txt;120;17,65;0;8221,0;1939,2;1939,2;10200;20100;34106;200;7103;14106;888,5;9224,6;888,5;1799,30878;2274,4;0,0;261;441;10;30;;100;41;3
CBC;20Cap40.txt;120;119,96;5,284565800330032;3417;1939,2;1836,7217;10200;20100;34106;200;7103;14106;1826,8037;6455,2;1826,8037;;;;;;;;;;;
CPLEX;20Cap40.txt;300;15,12;0;8360,0;1939,2;1939,0634373;200;7103;14106;200;7103;14106;0,0;93960,3;0,0;1828,3953;2099,4;3,64;270;652;13;15;;72;;18
GUROBI;20Cap40.txt;300;17,69;0;8221,0;1939,2;1939,2;10200;20100;34106;200;7103;14106;888,5;9224,6;888,5;1799,30878;2274,4;0,0;261;441;10;30;;100;41;3
CBC;20Cap40.txt;300;145,7;0;4008;1939,2;1939,2;10200;20100;34106;200;7103;14106;1826,8037;6455,2;1826,8037;;;;;;;;;;;
CPLEX;20Cap40.txt;600;15,07;0;8360,0;1939,2;1939,0634373;200;7103;14106;200;7103;14106;0,0;93960,3;0,0;1828,3953;2099,4;3,6;270;652;13;15;;72;;18
GUROBI;20Cap40.txt;600;17,64;0;8221,0;1939,2;1939,2;10200;20100;34106;200;7103;14106;888,5;9224,6;888,5;1799,30878;2274,4;0,0;261;441;10;30;;100;41;3
CBC;20Cap40.txt;600;146,0;0;4008;1939,2;1939,2;10200;20100;34106;200;7103;14106;1826,8037;6455,2;1826,8037;;;;;;;;;;;
CPLEX;20Cap50.txt;120;12,15;0;6034,0;1939,2;1939,2;200;7103;14106;200;6691;13282;0,0;115108,5;0,0;1822,3899;2082,4;3,57;307;627;14;2;;69;;25
GUROBI;20Cap50.txt;120;20,52;0;12947,0;1939,2;1939,2;10200;20100;34106;200;7103;14106;776,7;9402,7;776,7;1782,89745;2302,6;1,0;320;448;24;35;;111;65;2
CBC;20Cap50.txt;120;119,98;6,20013395157135;3751;1941,0;1820,6554;10200;20100;34106;200;7103;14106;1820,6554;5906,3;1820,6554;;;;;;;;;;;
CPLEX;20Cap50.txt;300;12,11;0;6034,0;1939,2;1939,2;200;7103;14106;200;6691;13282;0,0;115108,5;0,0;1822,3899;2082,4;3,54;307;627;14;2;;69;;25
GUROBI;20Cap50.txt;300;20,58;0;12947,0;1939,2;1939,2;10200;20100;34106;200;7103;14106;776,7;9402,7;776,7;1782,89745;2302,6;1,0;320;448;24;35;;111;65;2
CBC;20Cap50.txt;300;228,07;0;6420;1939,2;1939,2;10200;20100;34106;200;7103;14106;1820,6554;5906,3;1820,6554;;;;;;;;;;;
CPLEX;20Cap50.txt;600;12,17;0;6034,0;1939,2;1939,2;200;7103;14106;200;6691;13282;0,0;115108,5;0,0;1822,3899;2082,4;3,6;307;627;14;2;;69;;25
GUROBI;20Cap50.txt;600;20,45;0;12947,0;1939,2;1939,2;10200;20100;34106;200;7103;14106;776,7;9402,7;776,7;1782,89745;2302,6;1,0;320;448;24;35;;111;65;2
CBC;20Cap50.txt;600;228,96;0;6420;1939,2;1939,2;10200;20100;34106;200;7103;14106;1820,6554;5906,3;1820,6554;;;;;;;;;;;
