solver;instance_source_file_name;time_limit;time;gap;nodes;best_solution;best_bound;matrix_constraints;matrix_variables;matrix_nonzeros;matrix_post_constraints;matrix_post_variables;matrix_post_nonzeros;first_relaxed;first_solution_BestInteger;first_solution_CutsBestBound;cut_info_best_bound;cut_info_best_solution;cut_info_time;cut_info_CLIQUE;cut_info_COVER;cut_info_FLOW;cut_info_GOMORY;cut_info_IMPLIED_BOUND;cut_info_LIFT_AND_PROJECT;cut_info_MIR;cut_info_OUTROS;cut_info_ZERO_HALF
CPLEX;cap61;120;0,11;0;0,0;200708,579;200708,579;66;815;1615;66;815;1615;0,0;12685000,0;0,0;200708,579;200708,579;0,1;;;2;2;64;4;8;;
GUROBI;cap61;120;0,1;0;1,0;200708,5789964;200708,5789964;66;816;1616;66;815;1615;149038,05;2549624,74;149038,05;200708,579;200708,579;0,0;;;8;2;63;;;4;
CBC;cap61;120;0,44;0;68;200708,5789962791;200708,5789962791;66;816;1616;66;815;1615;183526,65;228845,55;183526,65;;;;;;;;;;;;
CPLEX;cap61;300;0,04;0;0,0;200708,579;200708,579;66;815;1615;66;815;1615;0,0;12685000,0;0,0;200708,579;200708,579;0,04;;;2;2;64;4;8;;
GUROBI;cap61;300;0,03;0;1,0;200708,5789964;200708,5789964;66;816;1616;66;815;1615;149038,05;2549624,74;149038,05;200708,579;200708,579;0,0;;;8;2;63;;;4;
CBC;cap61;300;0,42;0;68;200708,5789962791;200708,5789962791;66;816;1616;66;815;1615;183526,65;228845,55;183526,65;;;;;;;;;;;;
CPLEX;cap61;600;0,05;0;0,0;200708,579;200708,579;66;815;1615;66;815;1615;0,0;12685000,0;0,0;200708,579;200708,579;0,04;;;2;2;64;4;8;;
GUROBI;cap61;600;0,04;0;1,0;200708,5789964;200708,5789964;66;816;1616;66;815;1615;149038,05;2549624,74;149038,05;200708,579;200708,579;0,0;;;8;2;63;;;4;
CBC;cap61;600;0,42;0;68;200708,5789962791;200708,5789962791;66;816;1616;66;815;1615;183526,65;228845,55;183526,65;;;;;;;;;;;;
CPLEX;cap62;120;0,05;0;0,0;233796,54661;233796,54661;66;815;1615;66;815;1615;0,0;12760000,0;0,0;233796,5466;233796,5466;0,05;;;3;10;75;3;10;;
GUROBI;cap62;120;0,04;0;1,0;233796,5466079;233796,5466079;66;816;1616;66;815;1615;165808,667;2614624,74;165808,667;233796,547;233796,547;0,0;;;6;4;66;;2;4;
CBC;cap62;120;0,65;0;92;233796,546607805;233796,546607805;66;816;1616;66;815;1615;206256,17;299092,0;206256,17;;;;;;;;;;;;
CPLEX;cap62;300;0,05;0;0,0;233796,54661;233796,54661;66;815;1615;66;815;1615;0,0;12760000,0;0,0;233796,5466;233796,5466;0,05;;;3;10;75;3;10;;
GUROBI;cap62;300;0,05;0;1,0;233796,5466079;233796,5466079;66;816;1616;66;815;1615;165808,667;2614624,74;165808,667;233796,547;233796,547;0,0;;;6;4;66;;2;4;
CBC;cap62;300;0,65;0;92;233796,546607805;233796,546607805;66;816;1616;66;815;1615;206256,17;299092,0;206256,17;;;;;;;;;;;;
CPLEX;cap62;600;0,05;0;0,0;233796,54661;233796,54661;66;815;1615;66;815;1615;0,0;12760000,0;0,0;233796,5466;233796,5466;0,05;;;3;10;75;3;10;;
GUROBI;cap62;600;0,04;0;1,0;233796,5466079;233796,5466079;66;816;1616;66;815;1615;165808,667;2614624,74;165808,667;233796,547;233796,547;0,0;;;6;4;66;;2;4;
CBC;cap62;600;0,65;0;92;233796,546607805;233796,546607805;66;816;1616;66;815;1615;206256,17;299092,0;206256,17;;;;;;;;;;;;
CPLEX;cap63;120;0,16;0;0,0;263796,54661;263796,54661;66;815;1615;66;815;1615;0,0;12835000,0;0,0;263796,5466;263796,5466;0,16;;;;3;102;3;11;;
GUROBI;cap63;120;0,06;0;1,0;263796,5466079;263796,5466079;66;816;1616;66;815;1615;182495,333;2679624,74;182495,333;263796,547;263796,547;0,0;;;4;1;92;;1;5;
CBC;cap63;120;1,24;0;356;263796,546607805;263796,546607805;66;816;1616;66;815;1615;225246,62;369092,0;225246,62;;;;;;;;;;;;
CPLEX;cap63;300;0,05;0;0,0;263796,54661;263796,54661;66;815;1615;66;815;1615;0,0;12835000,0;0,0;263796,5466;263796,5466;0,05;;;;3;102;3;11;;
GUROBI;cap63;300;0,06;0;1,0;263796,5466079;263796,5466079;66;816;1616;66;815;1615;182495,333;2679624,74;182495,333;263796,547;263796,547;0,0;;;4;1;92;;1;5;
CBC;cap63;300;1,21;0;356;263796,546607805;263796,546607805;66;816;1616;66;815;1615;225246,62;369092,0;225246,62;;;;;;;;;;;;
CPLEX;cap63;600;0,05;0;0,0;263796,54661;263796,54661;66;815;1615;66;815;1615;0,0;12835000,0;0,0;263796,5466;263796,5466;0,05;;;;3;102;3;11;;
GUROBI;cap63;600;0,06;0;1,0;263796,5466079;263796,5466079;66;816;1616;66;815;1615;182495,333;2679624,74;182495,333;263796,547;263796,547;0,0;;;4;1;92;;1;5;
CBC;cap63;600;1,31;0;356;263796,546607805;263796,546607805;66;816;1616;66;815;1615;225246,62;369092,0;225246,62;;;;;;;;;;;;
CPLEX;cap64;120;0,29;0;7,0;304356,49505;304356,49505;66;815;1615;66;815;1615;0,0;12947500,0;0,0;303899,453;304356,495;0,27;;;1;1;129;1;2;;
GUROBI;cap64;120;0,11;0;13,0;304356,4950472;304356,4950472;66;816;1616;66;815;1615;207414,413;2777124,74;207414,413;301038,015;304356,495;0,0;;;10;1;122;;4;6;
CBC;cap64;120;1,93;0;514;304356,4950472479;304356,4950472479;66;816;1616;66;815;1615;254170,73;474784,41;254170,73;;;;;;;;;;;;
CPLEX;cap64;300;0,16;0;7,0;304356,49505;304356,49505;66;815;1615;66;815;1615;0,0;12947500,0;0,0;303899,453;304356,495;0,15;;;1;1;129;1;2;;
GUROBI;cap64;300;0,11;0;13,0;304356,4950472;304356,4950472;66;816;1616;66;815;1615;207414,413;2777124,74;207414,413;301038,015;304356,495;0,0;;;10;1;122;;4;6;
CBC;cap64;300;1,92;0;514;304356,4950472479;304356,4950472479;66;816;1616;66;815;1615;254170,73;474784,41;254170,73;;;;;;;;;;;;
CPLEX;cap64;600;0,11;0;7,0;304356,49505;304356,49505;66;815;1615;66;815;1615;0,0;12947500,0;0,0;303899,453;304356,495;0,1;;;1;1;129;1;2;;
GUROBI;cap64;600;0,11;0;13,0;304356,4950472;304356,4950472;66;816;1616;66;815;1615;207414,413;2777124,74;207414,413;301038,015;304356,495;0,0;;;10;1;122;;4;6;
CBC;cap64;600;1,96;0;514;304356,4950472479;304356,4950472479;66;816;1616;66;815;1615;254170,73;474784,41;254170,73;;;;;;;;;;;;
CPLEX;cap71;120;0,06;0;0,0;200587,9;200587,9;66;815;1615;66;815;1615;0,0;2765803,375;0,0;200587,9;200587,9;0,06;;;1;14;71;;6;;
GUROBI;cap71;120;0,03;0;1,0;200587,9000001;200577,1831125;66;816;1616;66;815;1615;130017,403;2554526,28;130017,403;200577,183;200587,9;0,0;;;7;2;67;;1;3;
CBC;cap71;120;0,37;0;38;200587,8999999965;200587,8999999965;66;816;1616;66;815;1615;180098,13;228359,97;180098,13;;;;;;;;;;;;
CPLEX;cap71;300;0,1;0;0,0;200587,9;200587,9;66;815;1615;66;815;1615;0,0;2765803,375;0,0;200587,9;200587,9;0,1;;;1;14;71;;6;;
GUROBI;cap71;300;0,03;0;1,0;200587,9000001;200577,1831125;66;816;1616;66;815;1615;130017,403;2554526,28;130017,403;200577,183;200587,9;0,0;;;7;2;67;;1;3;
CBC;cap71;300;0,35;0;38;200587,8999999965;200587,8999999965;66;816;1616;66;815;1615;180098,13;228359,97;180098,13;;;;;;;;;;;;
CPLEX;cap71;600;0,09;0;0,0;200587,9;200587,9;66;815;1615;66;815;1615;0,0;2765803,375;0,0;200587,9;200587,9;0,09;;;1;14;71;;6;;
GUROBI;cap71;600;0,03;0;1,0;200587,9000001;200577,1831125;66;816;1616;66;815;1615;130017,403;2554526,28;130017,403;200577,183;200587,9;0,0;;;7;2;67;;1;3;
