solver;instance_source_file_name;time_limit;time;gap;nodes;best_solution;best_bound;matrix_constraints;matrix_variables;matrix_nonzeros;matrix_post_constraints;matrix_post_variables;matrix_post_nonzeros;first_relaxed;first_solution_BestInteger;first_solution_CutsBestBound;cut_info_best_bound;cut_info_best_solution;cut_info_time;cut_info_CLIQUE;cut_info_COVER;cut_info_FLOW;cut_info_GOMORY;cut_info_IMPLIED_BOUND;cut_info_LIFT_AND_PROJECT;cut_info_MIR;cut_info_OUTROS;cut_info_ZERO_HALF
CPLEX;cap61;120;0,09;0;0,0;202207,925;202207,925;66;815;1615;55;195;368;0,0;14643100,0;0,0;424,0;202207,925;0,09;37;25;2;13;1;3;13;;2
GUROBI;cap61;120;0,05;0;1,0;202207,9250001;202207,9250001;866;1616;3216;66;815;1615;149038,05;515208,038;149038,05;202207,925;202207,925;0,0;16;7;;3;;;5;7;
CBC;cap61;120;0,11;0;0;202207,9249999961;202207,9249999961;866;1616;3216;66;815;1615;;;;;;;;;;;;;;;
CPLEX;cap61;300;0,24;0;0,0;202207,925;202207,925;66;815;1615;55;195;368;0,0;14643100,0;0,0;424,0;202207,925;0,24;37;25;2;13;1;3;13;;2
GUROBI;cap61;300;0,05;0;1,0;202207,9250001;202207,9250001;866;1616;3216;66;815;1615;149038,05;515208,038;149038,05;202207,925;202207,925;0,0;16;7;;3;;;5;7;
CBC;cap61;300;0,1;0;0;202207,9249999961;202207,9249999961;866;1616;3216;66;815;1615;;;;;;;;;;;;;;;
CPLEX;cap61;600;0,35;0;0,0;202207,925;202207,925;66;815;1615;55;195;368;0,0;14643100,0;0,0;424,0;202207,925;0,34;37;25;2;13;1;3;13;;2
GUROBI;cap61;600;0,05;0;1,0;202207,9250001;202207,9250001;866;1616;3216;66;815;1615;149038,05;515208,038;149038,05;202207,925;202207,925;0,0;16;7;;3;;;5;7;
CBC;cap61;600;0,1;0;0;202207,9249999961;202207,9249999961;866;1616;3216;66;815;1615;;;;;;;;;;;;;;;
CPLEX;cap62;120;0,15;0;0,0;236585,025;236585,025;66;815;1615;66;534;1053;0,0;14718100,0;0,0;236585,025;236585,025;0,15;56;34;5;13;1;1;19;;1
GUROBI;cap62;120;0,06;0;1,0;236585,0250001;236585,0250001;866;1616;3216;66;815;1615;165808,667;590208,038;165808,667;236585,025;236585,025;0,0;20;13;;7;;;6;5;
CBC;cap62;120;0,09;0;0;236585,0249999997;236585,0249999997;866;1616;3216;66;815;1615;;;;;;;;;;;;;;;
CPLEX;cap62;300;0,13;0;0,0;236585,025;236585,025;66;815;1615;66;534;1053;0,0;14718100,0;0,0;236585,025;236585,025;0,13;56;34;5;13;1;1;19;;1
GUROBI;cap62;300;0,07;0;1,0;236585,0250001;236585,0250001;866;1616;3216;66;815;1615;165808,667;590208,038;165808,667;236585,025;236585,025;0,0;20;13;;7;;;6;5;
CBC;cap62;300;0,09;0;0;236585,0249999997;236585,0249999997;866;1616;3216;66;815;1615;;;;;;;;;;;;;;;
CPLEX;cap62;600;0,15;0;0,0;236585,025;236585,025;66;815;1615;66;534;1053;0,0;14718100,0;0,0;236585,025;236585,025;0,15;56;34;5;13;1;1;19;;1
GUROBI;cap62;600;0,06;0;1,0;236585,0250001;236585,0250001;866;1616;3216;66;815;1615;165808,667;590208,038;165808,667;236585,025;236585,025;0,0;20;13;;7;;;6;5;
CBC;cap62;600;0,09;0;0;236585,0249999997;236585,0249999997;866;1616;3216;66;815;1615;;;;;;;;;;;;;;;
CPLEX;cap63;120;0,23;0;0,0;266585,025;266585,025;66;815;1615;66;420;825;0,0;14793100,0;0,0;266585,025;266585,025;0,23;60;35;6;6;1;;21;;3
GUROBI;cap63;120;0,09;0;1,0;266585,0250001;266585,0250001;866;1616;3216;66;815;1615;182495,333;665208,038;182495,333;266585,025;266585,025;0,0;60;29;;12;;;9;15;
CBC;cap63;120;0,13;0;0;266585,0249999997;266585,0249999997;866;1616;3216;66;815;1615;;;;;;;;;;;;;;;
CPLEX;cap63;300;0,11;0;0,0;266585,025;266585,025;66;815;1615;66;420;825;0,0;14793100,0;0,0;266585,025;266585,025;0,1;60;35;6;6;1;;21;;3
GUROBI;cap63;300;0,1;0;1,0;266585,0250001;266585,0250001;866;1616;3216;66;815;1615;182495,333;665208,038;182495,333;266585,025;266585,025;0,0;60;29;;12;;;9;15;
CBC;cap63;300;0,13;0;0;266585,0249999997;266585,0249999997;866;1616;3216;66;815;1615;;;;;;;;;;;;;;;
CPLEX;cap63;600;0,11;0;0,0;266585,025;266585,025;66;815;1615;66;420;825;0,0;14793100,0;0,0;266585,025;266585,025;0,11;60;35;6;6;1;;21;;3
GUROBI;cap63;600;0,09;0;1,0;266585,0250001;266585,0250001;866;1616;3216;66;815;1615;182495,333;665208,038;182495,333;266585,025;266585,025;0,0;60;29;;12;;;9;15;
CBC;cap63;600;0,12;0;0;266585,0249999997;266585,0249999997;866;1616;3216;66;815;1615;;;;;;;;;;;;;;;
CPLEX;cap64;120;0,17;0;0,0;311574,1125;311574,1125;66;815;1615;66;439;863;0,0;14905600,0;0,0;311574,1125;311574,1125;0,17;66;45;;7;1;1;29;;28
GUROBI;cap64;120;0,18;0;53,0;311574,1125;311574,1125;866;1616;3216;66;815;1615;207414,413;777708,038;207414,413;305237,51;311585,025;0,0;69;38;;8;;;12;12;
CBC;cap64;120;0,36;0;10;311574,1125000046;311574,1125000046;866;1616;3216;66;815;1615;305884,59;332451,01;305884,59;;;;;;;;;;;;
CPLEX;cap64;300;0,17;0;0,0;311574,1125;311574,1125;66;815;1615;66;439;863;0,0;14905600,0;0,0;311574,1125;311574,1125;0,16;66;45;;7;1;1;29;;28
GUROBI;cap64;300;0,17;0;53,0;311574,1125;311574,1125;866;1616;3216;66;815;1615;207414,413;777708,038;207414,413;305237,51;311585,025;0,0;69;38;;8;;;12;12;
CBC;cap64;300;0,37;0;10;311574,1125000046;311574,1125000046;866;1616;3216;66;815;1615;305884,59;332451,01;305884,59;;;;;;;;;;;;
CPLEX;cap64;600;0,16;0;0,0;311574,1125;311574,1125;66;815;1615;66;439;863;0,0;14905600,0;0,0;311574,1125;311574,1125;0,16;66;45;;7;1;1;29;;28
GUROBI;cap64;600;0,18;0;53,0;311574,1125;311574,1125;866;1616;3216;66;815;1615;207414,413;777708,038;207414,413;305237,51;311585,025;0,0;69;38;;8;;;12;12;
CBC;cap64;600;0,37;0;10;311574,1125000046;311574,1125000046;866;1616;3216;66;815;1615;305884,59;332451,01;305884,59;;;;;;;;;;;;
CPLEX;cap71;120;0,06;0;0,0;200587,9;200587,9;59;454;849;58;255;482;25038,7;2190115,075;25038,7;245,0;200587,9;0,06;39;25;;11;11;2;12;;
GUROBI;cap71;120;0,02;0;1,0;200587,9000001;200587,9000001;866;1616;3216;59;457;852;134315,082;238527,187;134315,082;195988,8;200587,9;0,0;35;20;;8;;;5;9;
CBC;cap71;120;0,08;0;0;200587,8999999965;200587,8999999965;866;1616;3216;64;799;1534;;;;;;;;;;;;;;;
CPLEX;cap71;300;0,07;0;0,0;200587,9;200587,9;59;454;849;58;255;482;25038,7;2190115,075;25038,7;245,0;200587,9;0,07;39;25;;11;11;2;12;;
GUROBI;cap71;300;0,02;0;1,0;200587,9000001;200587,9000001;866;1616;3216;59;457;852;134315,082;238527,187;134315,082;195988,8;200587,9;0,0;35;20;;8;;;5;9;
CBC;cap71;300;0,09;0;0;200587,8999999965;200587,8999999965;866;1616;3216;64;799;1534;;;;;;;;;;;;;;;
CPLEX;cap71;600;0,08;0;0,0;200587,9;200587,9;59;454;849;58;255;482;25038,7;2190115,075;25038,7;245,0;200587,9;0,08;39;25;;11;11;2;12;;
GUROBI;cap71;600;0,02;0;1,0;200587,9000001;200587,9000001;866;1616;3216;59;457;852;134315,082;238527,187;134315,082;195988,8;200587,9;0,0;35;20;;8;;;5;9;
CBC;cap71;600;0,08;0;0;200587,8999999965;200587,8999999965;866;1616;3216;64;799;1534;;;;;;;;;;;;;;;
CPLEX;cap72;120;0,07;0;0,0;233607,3;233607,3;59;454;849;31;75;136;25038,7;2190115,075;25038,7;248,0;233607,3;;32;19;;6;8;2;10;;
GUROBI;cap72;120;0,03;0;1,0;233607,3000001;233607,3000001;866;1616;3216;59;457;852;141512,753;303527,187;141512,753;233607,3;233607,3;0,0;49;24;;7;;;7;10;1
CBC;cap72;120;0,09;0;0;233607,2999999982;233607,2999999982;866;1616;3216;64;799;1534;;;;;;;;;;;;;;;
CPLEX;cap72;300;0,08;0;0,0;233607,3;233607,3;59;454;849;31;75;136;25038,7;2190115,075;25038,7;248,0;233607,3;;32;19;;6;8;2;10;;
GUROBI;cap72;300;0,03;0;1,0;233607,3000001;233607,3000001;866;1616;3216;59;457;852;141512,753;303527,187;141512,753;233607,3;233607,3;0,0;49;24;;7;;;7;10;1
CBC;cap72;300;0,09;0;0;233607,2999999982;233607,2999999982;866;1616;3216;64;799;1534;;;;;;;;;;;;;;;
CPLEX;cap72;600;0,05;0;0,0;233607,3;233607,3;59;454;849;31;75;136;25038,7;2190115,075;25038,7;248,0;233607,3;;32;19;;6;8;2;10;;
GUROBI;cap72;600;0,03;0;1,0;233607,3000001;233607,3000001;866;1616;3216;59;457;852;141512,753;303527,187;141512,753;233607,3;233607,3;0,0;49;24;;7;;;7;10;1
CBC;cap72;600;0,1;0;0;233607,2999999982;233607,2999999982;866;1616;3216;64;799;1534;;;;;;;;;;;;;;;
CPLEX;cap73;120;0,1;0;0,0;263607,3;263607,3;59;454;849;59;280;530;25038,7;2190115,075;25038,7;263607,3;263607,3;0,1;68;35;3;13;9;1;26;;4
GUROBI;cap73;120;0,04;0;1,0;263607,3000001;263607,3000001;866;1616;3216;59;457;852;148478,039;368527,187;148478,039;263607,3;263607,3;0,0;59;24;;8;;;8;14;
CBC;cap73;120;0,12;0;0;263607,2999999982;263607,2999999982;866;1616;3216;64;799;1534;;;;;;;;;;;;;;;
CPLEX;cap73;300;0,1;0;0,0;263607,3;263607,3;59;454;849;59;280;530;25038,7;2190115,075;25038,7;263607,3;263607,3;0,09;68;35;3;13;9;1;26;;4
GUROBI;cap73;300;0,03;0;1,0;263607,3000001;263607,3000001;866;1616;3216;59;457;852;148478,039;368527,187;148478,039;263607,3;263607,3;0,0;59;24;;8;;;8;14;
CBC;cap73;300;0,12;0;0;263607,2999999982;263607,2999999982;866;1616;3216;64;799;1534;;;;;;;;;;;;;;;
CPLEX;cap73;600;0,08;0;0,0;263607,3;263607,3;59;454;849;59;280;530;25038,7;2190115,075;25038,7;263607,3;263607,3;0,08;68;35;3;13;9;1;26;;4
GUROBI;cap73;600;0,04;0;1,0;263607,3000001;263607,3000001;866;1616;3216;59;457;852;148478,039;368527,187;148478,039;263607,3;263607,3;0,0;59;24;;8;;;8;14;
CBC;cap73;600;0,11;0;0;263607,2999999982;263607,2999999982;866;1616;3216;64;799;1534;;;;;;;;;;;;;;;
CPLEX;cap74;120;0,15;0;0,0;304107,1375;304107,1375;59;454;849;59;282;533;25038,7;2190115,075;25038,7;304107,1375;304107,1375;0,15;76;37;;15;1;3;29;;15
GUROBI;cap74;120;0,07;0;1,0;304107,1375;304107,1375;866;1616;3216;59;457;852;158881,932;466027,187;158881,932;300781,477;304107,1375;0,0;;;;1;;;;;6
CBC;cap74;120;0,39;0;12;304107,137500005;304107,137500005;866;1616;3216;64;799;1534;300863,61;330132,1;300863,61;;;;;;;;;;;;
CPLEX;cap74;300;0,16;0;0,0;304107,1375;304107,1375;59;454;849;59;282;533;25038,7;2190115,075;25038,7;304107,1375;304107,1375;0,16;76;37;;15;1;3;29;;15
GUROBI;cap74;300;0,07;0;1,0;304107,1375;304107,1375;866;1616;3216;59;457;852;158881,932;466027,187;158881,932;300781,477;304107,1375;0,0;;;;1;;;;;6
CBC;cap74;300;0,39;0;12;304107,137500005;304107,137500005;866;1616;3216;64;799;1534;300863,61;330132,1;300863,61;;;;;;;;;;;;
CPLEX;cap74;600;0,14;0;0,0;304107,1375;304107,1375;59;454;849;59;282;533;25038,7;2190115,075;25038,7;304107,1375;304107,1375;0,14;76;37;;15;1;3;29;;15
GUROBI;cap74;600;0,07;0;1,0;304107,1375;304107,1375;866;1616;3216;59;457;852;158881,932;466027,187;158881,932;300781,477;304107,1375;0,0;;;;1;;;;;6
CBC;cap74;600;0,4;0;12;304107,137500005;304107,137500005;866;1616;3216;64;799;1534;300863,61;330132,1;300863,61;;;;;;;;;;;;
CPLEX;cap91;120;0,07;0;0,0;134584,4;134584,4;75;1274;2524;52;207;403;0,0;26505700,0;0,0;280,0;134584,4;0,06;18;11;1;4;;1;3;;
GUROBI;cap91;120;0,02;0;1,0;134584,4;134575,9554645;1325;2525;5025;75;1274;2524;129299,835;655968,463;129299,835;134575,955;134584,4;0,0;13;2;;1;;;1;2;
CBC;cap91;120;0,16;0;0;134584,4000000011;134584,4000000011;1325;2525;5025;75;1274;2524;;;;;;;;;;;;;;;
CPLEX;cap91;300;0,07;0;0,0;134584,4;134584,4;75;1274;2524;52;207;403;0,0;26505700,0;0,0;280,0;134584,4;0,07;18;11;1;4;;1;3;;
GUROBI;cap91;300;0,02;0;1,0;134584,4;134575,9554645;1325;2525;5025;75;1274;2524;129299,835;655968,463;129299,835;134575,955;134584,4;0,0;13;2;;1;;;1;2;
CBC;cap91;300;0,16;0;0;134584,4000000011;134584,4000000011;1325;2525;5025;75;1274;2524;;;;;;;;;;;;;;;
CPLEX;cap91;600;0,07;0;0,0;134584,4;134584,4;75;1274;2524;52;207;403;0,0;26505700,0;0,0;280,0;134584,4;0,07;18;11;1;4;;1;3;;
GUROBI;cap91;600;0,03;0;1,0;134584,4;134575,9554645;1325;2525;5025;75;1274;2524;129299,835;655968,463;129299,835;134575,955;134584,4;0,0;13;2;;1;;;1;2;
CBC;cap91;600;0,15;0;0;134584,4000000011;134584,4000000011;1325;2525;5025;75;1274;2524;;;;;;;;;;;;;;;
CPLEX;cap92;120;0,08;0;0,0;154155,2625;154155,2625;75;1274;2524;32;115;226;0,0;26625700,0;0,0;154155,2625;154155,2625;0,08;14;4;1;2;;3;7;;4
GUROBI;cap92;120;0,03;0;1,0;154155,2625;154155,2625;1325;2525;5025;75;1274;2524;148324,927;760968,463;148324,927;154155,262;154155,262;0,0;17;5;;3;;1;1;2;
CBC;cap92;120;0,21;0;6;154155,262500005;154155,262500005;1325;2525;5025;75;1274;2524;152991,07;168488,05;152991,07;;;;;;;;;;;;
CPLEX;cap92;300;0,09;0;0,0;154155,2625;154155,2625;75;1274;2524;32;115;226;0,0;26625700,0;0,0;154155,2625;154155,2625;0,09;14;4;1;2;;3;7;;4
GUROBI;cap92;300;0,03;0;1,0;154155,2625;154155,2625;1325;2525;5025;75;1274;2524;148324,927;760968,463;148324,927;154155,262;154155,262;0,0;17;5;;3;;1;1;2;
CBC;cap92;300;0,2;0;6;154155,262500005;154155,262500005;1325;2525;5025;75;1274;2524;152991,07;168488,05;152991,07;;;;;;;;;;;;
CPLEX;cap92;600;0,08;0;0,0;154155,2625;154155,2625;75;1274;2524;32;115;226;0,0;26625700,0;0,0;154155,2625;154155,2625;0,08;14;4;1;2;;3;7;;4
GUROBI;cap92;600;0,03;0;1,0;154155,2625;154155,2625;1325;2525;5025;75;1274;2524;148324,927;760968,463;148324,927;154155,262;154155,262;0,0;17;5;;3;;1;1;2;
CBC;cap92;600;0,21;0;6;154155,262500005;154155,262500005;1325;2525;5025;75;1274;2524;152991,07;168488,05;152991,07;;;;;;;;;;;;
CPLEX;cap93;120;0,09;0;0,0;169155,2625;169150,16295;75;1274;2524;31;105;206;0,0;26745700,0;0,0;169150,16295;169155,2625;;15;6;1;3;;2;5;;1
GUROBI;cap93;120;0,02;0;1,0;169155,2625;169146,8179645;1325;2525;5025;75;1274;2524;163341,272;865968,463;163341,272;169146,818;169155,262;0,0;13;2;;4;;;1;2;
CBC;cap93;120;0,18;0;2;169155,262500005;169155,262500005;1325;2525;5025;75;1274;2524;168184,68;169174,19;168184,68;;;;;;;;;;;;
CPLEX;cap93;300;0,08;0;0,0;169155,2625;169150,16295;75;1274;2524;31;105;206;0,0;26745700,0;0,0;169150,16295;169155,2625;;15;6;1;3;;2;5;;1
GUROBI;cap93;300;0,02;0;1,0;169155,2625;169146,8179645;1325;2525;5025;75;1274;2524;163341,272;865968,463;163341,272;169146,818;169155,262;0,0;13;2;;4;;;1;2;
CBC;cap93;300;0,18;0;2;169155,262500005;169155,262500005;1325;2525;5025;75;1274;2524;168184,68;169174,19;168184,68;;;;;;;;;;;;
CPLEX;cap93;600;0,1;0;0,0;169155,2625;169150,16295;75;1274;2524;31;105;206;0,0;26745700,0;0,0;169150,16295;169155,2625;;15;6;1;3;;2;5;;1
GUROBI;cap93;600;0,02;0;1,0;169155,2625;169146,8179645;1325;2525;5025;75;1274;2524;163341,272;865968,463;163341,272;169146,818;169155,262;0,0;13;2;;4;;;1;2;
CBC;cap93;600;0,18;0;2;169155,262500005;169155,262500005;1325;2525;5025;75;1274;2524;168184,68;169174,19;168184,68;;;;;;;;;;;;
CPLEX;cap94;120;0,09;0;0,0;191655,2625;191655,2625;75;1274;2524;35;123;240;0,0;26925700,0;0,0;191655,2625;191655,2625;0,08;14;4;3;2;;3;4;;2
