solver;instance_source_file_name;time_limit;time;gap;nodes;best_solution;best_bound;matrix_constraints;matrix_variables;matrix_nonzeros;matrix_post_constraints;matrix_post_variables;matrix_post_nonzeros;first_relaxed;first_solution_BestInteger;first_solution_CutsBestBound;cut_info_best_bound;cut_info_best_solution;cut_info_time;cut_info_CLIQUE;cut_info_COVER;cut_info_FLOW;cut_info_GOMORY;cut_info_LIFT_AND_PROJECT;cut_info_MIR;cut_info_OUTROS;cut_info_ZERO_HALF;cut_info_CLIQUE;cut_info_COVER;cut_info_FLOW;cut_info_GOMORY;cut_info_GUB_COVER;cut_info_IMPLIED_BOUND;cut_info_LIFT_AND_PROJECT;cut_info_MIR;cut_info_OUTROS;cut_info_ZERO_HALF;cut_info_CLIQUE;cut_info_COVER;cut_info_FLOW;cut_info_GOMORY;cut_info_LIFT_AND_PROJECT;cut_info_MIR;cut_info_OUTROS;cut_info_ZERO_HALF;cut_info_FLOW;cut_info_GOMORY;cut_info_IMPLIED_BOUND;cut_info_LIFT_AND_PROJECT;cut_info_MIR;cut_info_NETWORK;cut_info_OUTROS;cut_info_ZERO_HALF;cut_info_COVER;cut_info_FLOW;cut_info_GOMORY;cut_info_IMPLIED_BOUND;cut_info_LIFT_AND_PROJECT;cut_info_MIR;cut_info_NETWORK;cut_info_OUTROS;cut_info_ZERO_HALF
CPLEX;p33;300;0,14;0;0,0;11611,223138;11611,223138;180;4530;9030;180;4530;9030;0,0;103101,5;0,0;11611,2231;11611,2231;0,14;;;2;;;1;;4;;;2;;;185;;1;;4;;;2;;;1;;4;2;;185;;1;;;4;;2;;185;;1;;;4
GUROBI;p33;300;0,12;0;1,0;11611,22313797;11611,22313797;180;4530;9030;180;4530;9030;10774,91;100498,744;10774,91;11550,6552;11611,223138;0,0;;;6;1;;2;6;;;;6;1;;145;;2;6;;;;6;1;;2;6;;6;1;145;;2;1;6;;;6;1;145;;2;1;6;
CBC;p33;300;0,57;0;8;11611,22313797321;11611,22313797321;180;4530;9030;180;4530;9030;11556,997;11673,647;11556,997;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;p33;600;0,14;0;0,0;11611,223138;11611,223138;180;4530;9030;180;4530;9030;0,0;103101,5;0,0;11611,2231;11611,2231;0,14;;;2;;;1;;4;;;2;;;185;;1;;4;;;2;;;1;;4;2;;185;;1;;;4;;2;;185;;1;;;4
GUROBI;p33;600;0,12;0;1,0;11611,22313797;11611,22313797;180;4530;9030;180;4530;9030;10774,91;100498,744;10774,91;11550,6552;11611,223138;0,0;;;6;1;;2;6;;;;6;1;;145;;2;6;;;;6;1;;2;6;;6;1;145;;2;1;6;;;6;1;145;;2;1;6;
CBC;p33;600;0,59;0;8;11611,22313797321;11611,22313797321;180;4530;9030;180;4530;9030;11556,997;11673,647;11556,997;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;p34;120;0,13;0;0,0;10614,223138;10614,223138;180;4530;9030;180;4530;9030;0,0;99710,5;0,0;10614,2231;10614,2231;0,12;;;1;15;;3;;3;;;1;15;;150;;3;;3;;;1;15;;3;;3;1;15;150;;3;;;3;;1;15;150;;3;;;3
GUROBI;p34;120;0,11;0;1,0;10614,22313797;10614,22313797;180;4530;9030;180;4530;9030;10116,5;97107,7443;10116,5;10614,2231;10614,2231;0,0;;;;17;;;7;;;;;17;;125;;;7;;;;;17;;;7;;;17;125;;;1;7;;;;17;125;;;1;7;
CBC;p34;120;0,41;0;2;10614,22313797321;10614,22313797321;180;4530;9030;180;4530;9030;10612,511;10628,182;10612,511;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;p34;300;0,13;0;0,0;10614,223138;10614,223138;180;4530;9030;180;4530;9030;0,0;99710,5;0,0;10614,2231;10614,2231;0,12;;;1;15;;3;;3;;;1;15;;150;;3;;3;;;1;15;;3;;3;1;15;150;;3;;;3;;1;15;150;;3;;;3
GUROBI;p34;300;0,12;0;1,0;10614,22313797;10614,22313797;180;4530;9030;180;4530;9030;10116,5;97107,7443;10116,5;10614,2231;10614,2231;0,0;;;;17;;;7;;;;;17;;125;;;7;;;;;17;;;7;;;17;125;;;1;7;;;;17;125;;;1;7;
CBC;p34;300;0,39;0;2;10614,22313797321;10614,22313797321;180;4530;9030;180;4530;9030;10612,511;10628,182;10612,511;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;p34;600;0,12;0;0,0;10614,223138;10614,223138;180;4530;9030;180;4530;9030;0,0;99710,5;0,0;10614,2231;10614,2231;0,12;;;1;15;;3;;3;;;1;15;;150;;3;;3;;;1;15;;3;;3;1;15;150;;3;;;3;;1;15;150;;3;;;3
GUROBI;p34;600;0,11;0;1,0;10614,22313797;10614,22313797;180;4530;9030;180;4530;9030;10116,5;97107,7443;10116,5;10614,2231;10614,2231;0,0;;;;17;;;7;;;;;17;;125;;;7;;;;;17;;;7;;;17;125;;;1;7;;;;17;125;;;1;7;
CBC;p34;600;0,41;0;2;10614,22313797321;10614,22313797321;180;4530;9030;180;4530;9030;10612,511;10628,182;10612,511;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;p35;120;0,14;0;0,0;12214,223138;12214,223138;180;4530;9030;180;4530;9030;0,0;105710,5;0,0;12214,2231;12214,2231;0,14;;;;15;;4;;5;;;;15;;163;;4;;5;;;;15;;4;;5;;15;163;;4;;;5;;;15;163;;4;;;5
GUROBI;p35;120;0,14;0;1,0;12214,22313797;12213,32435255;180;4530;9030;180;4530;9030;11601,5;103107,744;11601,5;12191,7123;12214,223138;0,0;;;2;17;;4;7;;;;2;17;;123;;4;7;;;;2;17;;4;7;;2;17;123;;4;1;7;;;2;17;123;;4;1;7;
CBC;p35;120;0,82;0;8;12214,22313797321;12214,22313797321;180;4530;9030;180;4530;9030;12144,587;12359,913;12144,587;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;p35;300;0,14;0;0,0;12214,223138;12214,223138;180;4530;9030;180;4530;9030;0,0;105710,5;0,0;12214,2231;12214,2231;0,14;;;;15;;4;;5;;;;15;;163;;4;;5;;;;15;;4;;5;;15;163;;4;;;5;;;15;163;;4;;;5
GUROBI;p35;300;0,14;0;1,0;12214,22313797;12213,32435255;180;4530;9030;180;4530;9030;11601,5;103107,744;11601,5;12191,7123;12214,223138;0,0;;;2;17;;4;7;;;;2;17;;123;;4;7;;;;2;17;;4;7;;2;17;123;;4;1;7;;;2;17;123;;4;1;7;
CBC;p35;300;0,83;0;8;12214,22313797321;12214,22313797321;180;4530;9030;180;4530;9030;12144,587;12359,913;12144,587;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;p35;600;0,15;0;0,0;12214,223138;12214,223138;180;4530;9030;180;4530;9030;0,0;105710,5;0,0;12214,2231;12214,2231;0,14;;;;15;;4;;5;;;;15;;163;;4;;5;;;;15;;4;;5;;15;163;;4;;;5;;;15;163;;4;;;5
GUROBI;p35;600;0,14;0;1,0;12214,22313797;12213,32435255;180;4530;9030;180;4530;9030;11601,5;103107,744;11601,5;12191,7123;12214,223138;0,0;;;2;17;;4;7;;;;2;17;;123;;4;7;;;;2;17;;4;7;;2;17;123;;4;1;7;;;2;17;123;;4;1;7;
CBC;p35;600;0,82;0;8;12214,22313797321;12214,22313797321;180;4530;9030;180;4530;9030;12144,587;12359,913;12144,587;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;p36;120;0,15;0;0,0;13814,223138;13813,011836;180;4530;9030;180;4530;9030;0,0;111710,5;0,0;13648,4335;13814,2231;;;;;10;;;;7;;;;10;;164;;;;7;;;;10;;;;7;;10;164;;;;;7;;;10;164;;;;;7
GUROBI;p36;120;0,15;0;1,0;13814,22313797;13814,22313797;180;4530;9030;180;4530;9030;13086,5;109107,744;13086,5;13791,7123;13814,223138;0,0;;;1;16;;3;7;1;;;1;16;;128;;3;7;1;;;1;16;;3;7;1;1;16;128;;3;1;7;1;;1;16;128;;3;1;7;1
CBC;p36;120;1,14;0;12;13814,22313797321;13814,22313797321;180;4530;9030;180;4530;9030;13640,004;13924,695;13640,004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;p36;300;0,14;0;0,0;13814,223138;13813,011836;180;4530;9030;180;4530;9030;0,0;111710,5;0,0;13648,4335;13814,2231;;;;;10;;;;7;;;;10;;164;;;;7;;;;10;;;;7;;10;164;;;;;7;;;10;164;;;;;7
GUROBI;p36;300;0,15;0;1,0;13814,22313797;13814,22313797;180;4530;9030;180;4530;9030;13086,5;109107,744;13086,5;13791,7123;13814,223138;0,0;;;1;16;;3;7;1;;;1;16;;128;;3;7;1;;;1;16;;3;7;1;1;16;128;;3;1;7;1;;1;16;128;;3;1;7;1
CBC;p36;300;1,12;0;12;13814,22313797321;13814,22313797321;180;4530;9030;180;4530;9030;13640,004;13924,695;13640,004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;p36;600;0,14;0;0,0;13814,223138;13813,011836;180;4530;9030;180;4530;9030;0,0;111710,5;0,0;13648,4335;13814,2231;;;;;10;;;;7;;;;10;;164;;;;7;;;;10;;;;7;;10;164;;;;;7;;;10;164;;;;;7
GUROBI;p36;600;0,16;0;1,0;13814,22313797;13814,22313797;180;4530;9030;180;4530;9030;13086,5;109107,744;13086,5;13791,7123;13814,223138;0,0;;;1;16;;3;7;1;;;1;16;;128;;3;7;1;;;1;16;;3;7;1;1;16;128;;3;1;7;1;;1;16;128;;3;1;7;1
CBC;p36;600;1,1;0;12;13814,22313797321;13814,22313797321;180;4530;9030;180;4530;9030;13640,004;13924,695;13640,004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;p37;120;0,11;0;0,0;11255,150635;11255,150635;180;4530;9030;180;4530;9030;0,0;102925,7241;0,0;11255,1506;11255,1506;0,11;;;;10;;;;1;;;;10;;163;;;;1;;;;10;;;;1;;10;163;;;;;1;;;10;163;;;;;1
GUROBI;p37;120;0,15;0;1,0;11255,15063521;11255,15063521;180;4530;9030;180;4530;9030;9827,58167;100498,744;9827,58167;11253,6904;11255,1506;0,0;;;1;;;;3;;;;1;;;72;;;3;;;;1;;;;3;;1;;72;;;;3;;;1;;72;;;;3;
CBC;p37;120;0,37;0;0;11255,15063520871;11255,15063520871;180;4530;9030;180;4530;9030;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;p37;300;0,17;0;0,0;11255,150635;11255,150635;180;4530;9030;180;4530;9030;0,0;102925,7241;0,0;11255,1506;11255,1506;0,17;;;;10;;;;1;;;;10;;163;;;;1;;;;10;;;;1;;10;163;;;;;1;;;10;163;;;;;1
GUROBI;p37;300;0,17;0;1,0;11255,15063521;11255,15063521;180;4530;9030;180;4530;9030;9827,58167;100498,744;9827,58167;11253,6904;11255,1506;0,0;;;1;;;;3;;;;1;;;72;;;3;;;;1;;;;3;;1;;72;;;;3;;;1;;72;;;;3;
CBC;p37;300;0,4;0;0;11255,15063520871;11255,15063520871;180;4530;9030;180;4530;9030;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;p37;600;0,2;0;0,0;11255,150635;11255,150635;180;4530;9030;180;4530;9030;0,0;102925,7241;0,0;11255,1506;11255,1506;0,2;;;;10;;;;1;;;;10;;163;;;;1;;;;10;;;;1;;10;163;;;;;1;;;10;163;;;;;1
GUROBI;p37;600;0,17;0;1,0;11255,15063521;11255,15063521;180;4530;9030;180;4530;9030;9827,58167;100498,744;9827,58167;11253,6904;11255,1506;0,0;;;1;;;;3;;;;1;;;72;;;3;;;;1;;;;3;;1;;72;;;;3;;;1;;72;;;;3;
CBC;p37;600;0,43;0;0;11255,15063520871;11255,15063520871;180;4530;9030;180;4530;9030;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;p38;120;0,14;0;0,0;10549,736842;10549,736842;180;4530;9030;180;4530;9030;0,0;99534,7241;0,0;10549,7368;10549,7368;0,14;;;;23;;;;3;;;;23;;154;;;;3;;;;23;;;;3;;23;154;;;;;3;;;23;154;;;;;3
GUROBI;p38;120;0,11;0;1,0;10549,7368421;10549,7368421;180;4530;9030;180;4530;9030;9374,0;97107,7443;9374,0;10478,7609;10549,736842;0,0;;;10;19;;;7;;;;10;19;;140;;;7;;;;10;19;;;7;;10;19;140;;;;7;;;10;19;140;;;;7;
CBC;p38;120;0,37;0;2;10549,7368421053;10549,7368421053;180;4530;9030;180;4530;9030;10548,438;10594,0;10548,438;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;p38;300;0,19;0;0,0;10549,736842;10549,736842;180;4530;9030;180;4530;9030;0,0;99534,7241;0,0;10549,7368;10549,7368;0,18;;;;23;;;;3;;;;23;;154;;;;3;;;;23;;;;3;;23;154;;;;;3;;;23;154;;;;;3
GUROBI;p38;300;0,11;0;1,0;10549,7368421;10549,7368421;180;4530;9030;180;4530;9030;9374,0;97107,7443;9374,0;10478,7609;10549,736842;0,0;;;10;19;;;7;;;;10;19;;140;;;7;;;;10;19;;;7;;10;19;140;;;;7;;;10;19;140;;;;7;
CBC;p38;300;0,29;0;2;10549,7368421053;10549,7368421053;180;4530;9030;180;4530;9030;10548,438;10594,0;10548,438;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;p38;600;0,19;0;0,0;10549,736842;10549,736842;180;4530;9030;180;4530;9030;0,0;99534,7241;0,0;10549,7368;10549,7368;0,19;;;;23;;;;3;;;;23;;154;;;;3;;;;23;;;;3;;23;154;;;;;3;;;23;154;;;;;3
GUROBI;p38;600;0,11;0;1,0;10549,7368421;10549,7368421;180;4530;9030;180;4530;9030;9374,0;97107,7443;9374,0;10478,7609;10549,736842;0,0;;;10;19;;;7;;;;10;19;;140;;;7;;;;10;19;;;7;;10;19;140;;;;7;;;10;19;140;;;;7;
CBC;p38;600;0,29;0;2;10549,7368421053;10549,7368421053;180;4530;9030;180;4530;9030;10548,438;10594,0;10548,438;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;p39;120;0,14;0;0,0;11822,736842;11822,736842;180;4530;9030;180;4530;9030;0,0;105534,7241;0,0;11822,7368;11822,7368;0,13;;;;6;;;;1;;;;6;;165;;;;1;;;;6;;;;1;;6;165;;;;;1;;;6;165;;;;;1
GUROBI;p39;120;0,11;0;1,0;11822,7368421;11822,7368421;180;4530;9030;180;4530;9030;10364,0;103107,744;10364,0;11822,7368;11822,7368;0,0;;;;19;;;11;;;;;19;;129;;;11;;;;;19;;;11;;;19;129;;;;11;;;;19;129;;;;11;
CBC;p39;120;0,35;0;0;11822,73684210528;11822,73684210528;180;4530;9030;180;4530;9030;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;p39;300;0,14;0;0,0;11822,736842;11822,736842;180;4530;9030;180;4530;9030;0,0;105534,7241;0,0;11822,7368;11822,7368;0,14;;;;6;;;;1;;;;6;;165;;;;1;;;;6;;;;1;;6;165;;;;;1;;;6;165;;;;;1
GUROBI;p39;300;0,11;0;1,0;11822,7368421;11822,7368421;180;4530;9030;180;4530;9030;10364,0;103107,744;10364,0;11822,7368;11822,7368;0,0;;;;19;;;11;;;;;19;;129;;;11;;;;;19;;;11;;;19;129;;;;11;;;;19;129;;;;11;
CBC;p39;300;0,33;0;0;11822,73684210528;11822,73684210528;180;4530;9030;180;4530;9030;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;p39;600;0,15;0;0,0;11822,736842;11822,736842;180;4530;9030;180;4530;9030;0,0;105534,7241;0,0;11822,7368;11822,7368;0,15;;;;6;;;;1;;;;6;;165;;;;1;;;;6;;;;1;;6;165;;;;;1;;;6;165;;;;;1
GUROBI;p39;600;0,11;0;1,0;11822,7368421;11822,7368421;180;4530;9030;180;4530;9030;10364,0;103107,744;10364,0;11822,7368;11822,7368;0,0;;;;19;;;11;;;;;19;;129;;;11;;;;;19;;;11;;;19;129;;;;11;;;;19;129;;;;11;
CBC;p39;600;0,34;0;0;11822,73684210528;11822,73684210528;180;4530;9030;180;4530;9030;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;p40;120;0,24;0;0,0;13022,736842;13022,736842;180;4530;9030;180;4530;9030;0,0;111534,7241;0,0;13022,7368;13022,7368;0,24;;;;14;;1;;2;;;;14;;169;;1;;2;;;;14;;1;;2;;14;169;;1;;;2;;;14;169;;1;;;2
GUROBI;p40;120;0,11;0;1,0;13022,7368421;13022,7368421;180;4530;9030;180;4530;9030;11354,0;109107,744;11354,0;13022,7368;13022,7368;0,0;;;;1;;;9;;;;;1;;124;;;9;;;;;1;;;9;;;1;124;;;;9;;;;1;124;;;;9;
CBC;p40;120;0,63;0;0;13022,73684210527;13022,73684210527;180;4530;9030;180;4530;9030;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;p40;300;0,15;0;0,0;13022,736842;13022,736842;180;4530;9030;180;4530;9030;0,0;111534,7241;0,0;13022,7368;13022,7368;0,15;;;;14;;1;;2;;;;14;;169;;1;;2;;;;14;;1;;2;;14;169;;1;;;2;;;14;169;;1;;;2
GUROBI;p40;300;0,11;0;1,0;13022,7368421;13022,7368421;180;4530;9030;180;4530;9030;11354,0;109107,744;11354,0;13022,7368;13022,7368;0,0;;;;1;;;9;;;;;1;;124;;;9;;;;;1;;;9;;;1;124;;;;9;;;;1;124;;;;9;
CBC;p40;300;0,6;0;0;13022,73684210527;13022,73684210527;180;4530;9030;180;4530;9030;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;p40;600;0,21;0;0,0;13022,736842;13022,736842;180;4530;9030;180;4530;9030;0,0;111534,7241;0,0;13022,7368;13022,7368;0,2;;;;14;;1;;2;;;;14;;169;;1;;2;;;;14;;1;;2;;14;169;;1;;;2;;;14;169;;1;;;2
GUROBI;p40;600;0,11;0;1,0;13022,7368421;13022,7368421;180;4530;9030;180;4530;9030;11354,0;109107,744;11354,0;13022,7368;13022,7368;0,0;;;;1;;;9;;;;;1;;124;;;9;;;;;1;;;9;;;1;124;;;;9;;;;1;124;;;;9;
CBC;p40;600;0,6;0;0;13022,73684210527;13022,73684210527;180;4530;9030;180;4530;9030;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;p41;120;0,03;0;0,0;6569,9647059;6569,9647059;100;910;1810;100;910;1810;0,0;15879,7692;0,0;6569,9647;6569,9647;0,03;;3;;1;;1;;5;;3;;1;;117;;1;;5;;3;;1;;1;;5;;1;117;;1;;;5;3;;1;117;;1;;;5
GUROBI;p41;120;0,05;0;1,0;6569,964705882;6569,964705882;100;910;1810;100;910;1810;5259,08101;14889,5208;5259,08101;6544,58569;6569,96471;0,0;;3;10;4;;3;;;;3;10;4;;119;;3;;;;3;10;4;;3;;;10;4;119;;3;;;;3;10;4;119;;3;;;
CBC;p41;120;0,27;0;2;6569,964705882327;6569,964705882327;100;910;1810;100;910;1810;6559,9279;6953,2098;6559,9279;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;p41;300;0,04;0;0,0;6569,9647059;6569,9647059;100;910;1810;100;910;1810;0,0;15879,7692;0,0;6569,9647;6569,9647;0,03;;3;;1;;1;;5;;3;;1;;117;;1;;5;;3;;1;;1;;5;;1;117;;1;;;5;3;;1;117;;1;;;5
GUROBI;p41;300;0,05;0;1,0;6569,964705882;6569,964705882;100;910;1810;100;910;1810;5259,08101;14889,5208;5259,08101;6544,58569;6569,96471;0,0;;3;10;4;;3;;;;3;10;4;;119;;3;;;;3;10;4;;3;;;10;4;119;;3;;;;3;10;4;119;;3;;;
CBC;p41;300;0,27;0;2;6569,964705882327;6569,964705882327;100;910;1810;100;910;1810;6559,9279;6953,2098;6559,9279;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;p41;600;0,03;0;0,0;6569,9647059;6569,9647059;100;910;1810;100;910;1810;0,0;15879,7692;0,0;6569,9647;6569,9647;0,03;;3;;1;;1;;5;;3;;1;;117;;1;;5;;3;;1;;1;;5;;1;117;;1;;;5;3;;1;117;;1;;;5
GUROBI;p41;600;0,05;0;1,0;6569,964705882;6569,964705882;100;910;1810;100;910;1810;5259,08101;14889,5208;5259,08101;6544,58569;6569,96471;0,0;;3;10;4;;3;;;;3;10;4;;119;;3;;;;3;10;4;;3;;;10;4;119;;3;;;;3;10;4;119;;3;;;
CBC;p41;600;0,27;0;2;6569,964705882327;6569,964705882327;100;910;1810;100;910;1810;6559,9279;6953,2098;6559,9279;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;p42;120;0,2;0;0,0;5646,1034483;5645,6472411;100;1620;3220;100;1620;3220;0,0;18864,4;0,0;5645,6472411;5646,1034;;;5;2;5;;3;;5;;5;2;5;;189;;3;;5;;5;2;5;;3;;5;2;5;189;;3;;;5;5;2;5;189;;3;;;5
GUROBI;p42;120;0,27;0;1,0;5646,103448275;5646,103448275;100;1620;3220;100;1620;3220;3804,17433;18101,725;3804,17433;5634,74372;5646,10345;0,0;;3;;14;;5;;;;3;;14;;84;;5;;;;3;;14;;5;;;;14;84;;5;;;;3;;14;84;;5;;;
CBC;p42;120;0,69;0;14;5646,103448275811;5646,103448275811;100;1620;3220;100;1620;3220;5612,5989;7009,7329;5612,5989;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;p42;300;0,24;0;0,0;5646,1034483;5645,6472411;100;1620;3220;100;1620;3220;0,0;18864,4;0,0;5645,6472411;5646,1034;;;5;2;5;;3;;5;;5;2;5;;189;;3;;5;;5;2;5;;3;;5;2;5;189;;3;;;5;5;2;5;189;;3;;;5
GUROBI;p42;300;0,29;0;1,0;5646,103448275;5646,103448275;100;1620;3220;100;1620;3220;3804,17433;18101,725;3804,17433;5634,74372;5646,10345;0,0;;3;;14;;5;;;;3;;14;;84;;5;;;;3;;14;;5;;;;14;84;;5;;;;3;;14;84;;5;;;
CBC;p42;300;0,64;0;14;5646,103448275811;5646,103448275811;100;1620;3220;100;1620;3220;5612,5989;7009,7329;5612,5989;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;p42;600;0,2;0;0,0;5646,1034483;5645,6472411;100;1620;3220;100;1620;3220;0,0;18864,4;0,0;5645,6472411;5646,1034;;;5;2;5;;3;;5;;5;2;5;;189;;3;;5;;5;2;5;;3;;5;2;5;189;;3;;;5;5;2;5;189;;3;;;5
GUROBI;p42;600;0,27;0;1,0;5646,103448275;5646,103448275;100;1620;3220;100;1620;3220;3804,17433;18101,725;3804,17433;5634,74372;5646,10345;0,0;;3;;14;;5;;;;3;;14;;84;;5;;;;3;;14;;5;;;;14;84;;5;;;;3;;14;84;;5;;;
CBC;p42;600;0,66;0;14;5646,103448275811;5646,103448275811;100;1620;3220;100;1620;3220;5612,5989;7009,7329;5612,5989;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;p43;120;0,18;0;0,0;5214,0;5214,0;100;2130;4230;100;2130;4230;0,0;21221,8571;0,0;5214,0;5214,0;0,17;;8;1;2;;5;;3;;8;1;2;;249;;5;;3;;8;1;2;;5;;3;1;2;249;;5;;;3;8;1;2;249;;5;;;3
GUROBI;p43;120;0,18;0;1,0;5214,0;5214,0;100;2130;4230;100;2130;4230;3143,54617;20773,0084;3143,54617;5214,0;5214,0;0,0;;7;9;1;;2;12;;;7;9;1;;251;;2;12;;;7;9;1;;2;12;;9;1;251;;2;;12;;7;9;1;251;;2;;12;
CBC;p43;120;0,25;0;0;5214,000000000035;5214,000000000035;100;2130;4230;100;2130;4230;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;p43;300;0,18;0;0,0;5214,0;5214,0;100;2130;4230;100;2130;4230;0,0;21221,8571;0,0;5214,0;5214,0;0,18;;8;1;2;;5;;3;;8;1;2;;249;;5;;3;;8;1;2;;5;;3;1;2;249;;5;;;3;8;1;2;249;;5;;;3
GUROBI;p43;300;0,19;0;1,0;5214,0;5214,0;100;2130;4230;100;2130;4230;3143,54617;20773,0084;3143,54617;5214,0;5214,0;0,0;;7;9;1;;2;12;;;7;9;1;;251;;2;12;;;7;9;1;;2;12;;9;1;251;;2;;12;;7;9;1;251;;2;;12;
CBC;p43;300;0,24;0;0;5214,000000000035;5214,000000000035;100;2130;4230;100;2130;4230;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;p43;600;0,34;0;0,0;5214,0;5214,0;100;2130;4230;100;2130;4230;0,0;21221,8571;0,0;5214,0;5214,0;0,34;;8;1;2;;5;;3;;8;1;2;;249;;5;;3;;8;1;2;;5;;3;1;2;249;;5;;;3;8;1;2;249;;5;;;3
GUROBI;p43;600;0,19;0;1,0;5214,0;5214,0;100;2130;4230;100;2130;4230;3143,54617;20773,0084;3143,54617;5214,0;5214,0;0,0;;7;9;1;;2;12;;;7;9;1;;251;;2;12;;;7;9;1;;2;12;;9;1;251;;2;;12;;7;9;1;251;;2;;12;
CBC;p43;600;0,24;0;0;5214,000000000035;5214,000000000035;100;2130;4230;100;2130;4230;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;p44;120;0,03;0;0,0;6938,3339744;6938,3339744;100;910;1810;100;910;1810;0,0;19756,503;0,0;6938,334;6938,334;0,03;;;2;6;;2;;1;;;2;6;;76;;2;;1;;;2;6;;2;;1;2;6;76;;2;;;1;;2;6;76;;2;;;1
GUROBI;p44;120;0,02;0;1,0;6938,333974358;6938,333974358;100;910;1810;100;910;1810;5624,43207;18520,7097;5624,43207;6938,33397;6938,33397;0,0;;;;4;;1;;;;;;4;;70;;1;;;;;;4;;1;;;;4;70;;1;;;;;;4;70;;1;;;
CBC;p44;120;0,21;0;2;6938,333974358973;6938,333974358973;100;910;1810;100;910;1810;6932,9015;7061,3167;6932,9015;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;p44;300;0,04;0;0,0;6938,3339744;6938,3339744;100;910;1810;100;910;1810;0,0;19756,503;0,0;6938,334;6938,334;0,03;;;2;6;;2;;1;;;2;6;;76;;2;;1;;;2;6;;2;;1;2;6;76;;2;;;1;;2;6;76;;2;;;1
GUROBI;p44;300;0,03;0;1,0;6938,333974358;6938,333974358;100;910;1810;100;910;1810;5624,43207;18520,7097;5624,43207;6938,33397;6938,33397;0,0;;;;4;;1;;;;;;4;;70;;1;;;;;;4;;1;;;;4;70;;1;;;;;;4;70;;1;;;
CBC;p44;300;0,21;0;2;6938,333974358973;6938,333974358973;100;910;1810;100;910;1810;6932,9015;7061,3167;6932,9015;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
